label,category,locality,postal_code,latitude,longitude,ville_proche
Charlie O Plumes,CulturalSite,Druyes-les-Belles-Fontaines,89560,47.5662164,3.3973846,98
Musée des Ursulines,CulturalSite,Mâcon,71000,46.3074286,4.83348576,151
Le 2 - Espace d'exposition,CulturalSite,Sainte-Vertu,89310,47.74795,3.91398,187
Atelier Palette en Soie,CulturalSite,Crêches-sur-Saône,71680,46.2510503,4.77912679,142
Source du Doubs,Landform,Mouthe,25240,46.7073817,6.20641708,64
Centre equestre equita-saône,SportsAndLeisurePlace,Vy-lès-Rupt,70120,47.638771,5.89420679,120
Woka marnay - stand up paddle,SportsAndLeisurePlace,Marnay,70150,47.2894083,5.77689431,68
Roland Beucler,SportsAndLeisurePlace,Montbéliard,25200,47.5098354,6.7902352,56
Chapelle Notre-Dame du Mont,CulturalSite,Chaffois,25300,46.91377,6.27015,73
L'art du bois,CulturalSite,Soing-Cubry-Charentenay,70130,47.5832865,5.87750306,120
"Besançon, Histoire de goût",SportsAndLeisurePlace,Besançon,25000,47.2397101,6.0222171,35
Eglise Saint-Julien,CulturalSite,Donzy-le-Pertuis,71250,46.4502622,4.72036996,141
Réserve Naturelle du Val de Loire,Landform,La Charité-sur-Loire,58400,47.177091,3.01801399,97
Ecole de musique de Jussey,SportsAndLeisurePlace,Jussey,70500,47.82349,5.90288,120
Piscine Pannoux,SportsAndLeisurePlace,Belfort,90000,47.6302816,6.8606615,193
Mairie-lavoir de Dampierre-sur-Salon,CulturalSite,Dampierre-sur-Salon,70180,47.556501,5.678166,112
Tuilerie Perrusson-Desfontaines (ancienne),CulturalSite,Saint-Léger-sur-Dheune,71510,46.846061,4.63548,148
"""La Tête et Les Jambes, Escapades Ludiques""",SportsAndLeisurePlace,Charolles,71120,46.436307,4.2796556,137
Atelier découverte du vitrail fusing ou au plomb,SportsAndLeisurePlace,Mâcon,71000,46.3172505,4.8189098,151
TIMOINOT,CulturalSite,Plottes,71700,46.5123019,4.9021623,165
Ecurie de la Bergenne,SportsAndLeisurePlace,Parly,89240,47.7591358,3.3265683,188
Fayencerie d'Art de Nevers Clair BERNARD Maître Faïencier,CulturalSite,Nevers,58000,46.98795,3.15809,108
Roche blanche,Landform,Châtelblanc,25240,46.6706079,6.11500962,90
L'atelier de la perdrix,CulturalSite,Vézelay,89450,47.4661748,3.7468444,169
Etang de Beaubery,SportsAndLeisurePlace,Beaubery,71220,46.3928871,4.38601708,137
Visites de Nolay pour les groupes toute l'année,SportsAndLeisurePlace,Nolay,21340,46.95219,4.63446,132
Site raquettes de Charquemont - Plateau Maîchois,SportsAndLeisurePlace,Charquemont,25140,47.213401,6.823197,37
Sophy Mackeith,CulturalSite,Saint-Amand-en-Puisaye,58310,47.54915,3.1148,99
Piscine,SportsAndLeisurePlace,Cuiseaux,71480,46.4923101,5.38459008,93
Château de Ratilly,CulturalSite,Treigny-Perreuse-Sainte-Colombe,89520,47.539417,3.219151,188
Tennis club Dampierre-sur-Salon,SportsAndLeisurePlace,Dampierre-sur-Salon,70180,47.564179,5.675206,112
Tennis club arboisien,SportsAndLeisurePlace,Arbois,39600,46.9135441,5.76723507,79
Château de Bourbilly,CulturalSite,Vic-de-Chassenay,21460,47.4552514,4.2346502,24
Les ouvrages fortifiés : Fort de Fontain,SportsAndLeisurePlace,Fontain,25660,47.19924,6.0249119,35
Maison du trépot,CulturalSite,Gray,70100,47.447182,5.590511,116
Ville de Clamecy,CulturalSite,Clamecy,58500,47.4592018,3.51935005,98
SPA Quinthessence - Espace Santé & Bien-Être,SportsAndLeisurePlace,Chauffailles,71170,46.2028986,4.34085833,139
MuséoParc Alésia,CulturalSite,Alise-Sainte-Reine,21150,47.5365923,4.4695954,29
Le Morond,Landform,Métabief,25370,46.7511089,6.3538742,64
Observaloire,CulturalSite,Digoin,71160,46.4780848,3.981735,145
Le Rocher de la Dame de Piparon,Landform,Fretigney-et-Velloreille,70130,47.4772569,5.9573263,121
Site Nordique de la Haute-Joux,SportsAndLeisurePlace,Arsure-Arsurette,39250,46.716667,6.083333,80
La truite de la haute seille,SportsAndLeisurePlace,Voiteur,39210,46.7547094,5.6116571,87
Étang et lavoir de Saulx-la-Ville,Landform,Saulx-le-Duc,21120,47.54768,5.03223,12
La Vache à Plumes - Gaëlle Buri,CulturalSite,Sombernon,21540,47.3079715,4.7086458,19
Pascal Pierre poterie,CulturalSite,Ampilly-le-Sec,21400,47.8087,4.53139894,5
Club photo-video de vieux charmont,SportsAndLeisurePlace,Vieux-Charmont,25600,47.5232835,6.8405069,76
Jura Balades - Josiane Bertolini,SportsAndLeisurePlace,Fort-du-Plasne,39150,46.6166467,5.9911822,90
Ville de Chenôve,CulturalSite,Chenôve,21300,47.2938267,5.0058408,6
Eglise Saint Didier,CulturalSite,Autrey-lès-Gray,70100,47.486428,5.49102401,112
Centre équestre - Les Cerclevaux - CHEVAL PASSION JURA,SportsAndLeisurePlace,Chaux-Neuve,25240,46.679694,6.132854,90
Milena Violette,CulturalSite,Saint-Amand-en-Puisaye,58310,47.534656,3.072625,99
Voyage Flamenco,SportsAndLeisurePlace,Besançon,25000,47.242367,6.02944939,35
Château de Rully,CulturalSite,Rully,71150,46.8694283,4.735491,132
École du Ski Français,SportsAndLeisurePlace,Les Fourgs,25300,46.8343269,6.4211929,64
Le Petit Collectionneur,CulturalSite,Nanton,71240,46.6304817,4.82332615,163
Eglise Saint-Paul de Cray,CulturalSite,Saint-Marcelin-de-Cray,71460,46.568746,4.52027192,160
Arcade,SportsAndLeisurePlace,Montbéliard,25200,47.5103345,6.796339,56
Les Gorges de l'Abîme,Landform,Saint-Claude,39200,46.40266,5.87855,94
"PIREY, VISITE DU VILLAGE ET DE L’EGLISE SAINT-MARTIN",SportsAndLeisurePlace,Pirey,25480,47.2619554,5.9639215,62
Atelier de la Faine - Nathalie Chapuis,CulturalSite,Veuxhaulles-sur-Aube,21520,47.9445604,4.802201,5
Carpodrome de l'Etang de la Fougeraie,SportsAndLeisurePlace,Saint-Léger-de-Fougeret,58120,47.0214613,3.8961983,126
Butte de Montenoison,Landform,Montenoison,58700,47.2178001,3.4272201,98
Point de vue le Seud,Landform,Charmauvillers,25470,47.2403428,6.91096565,37
Enquête game à la Maison des Patrimoines,SportsAndLeisurePlace,Matour,71520,46.306897,4.480375,139
Atelier Fleur d'O,CulturalSite,Fleurey-sur-Ouche,21410,47.312844,4.863328,19
Eglise Saint-Remi,CulturalSite,Échannay,21540,47.2813538,4.67498169,11
La Taillerie,CulturalSite,Bellefontaine,39400,46.5596882,6.06845008,90
Le Bief de Guérigny,SportsAndLeisurePlace,Guérigny,58130,47.0891133,3.18941097,104
L'Eclat de Joie,SportsAndLeisurePlace,La Chapelle-Thècle,71470,46.5458,5.10279,129
Karting Dijon-Prenois,SportsAndLeisurePlace,Prenois,21370,47.3643658,4.8998657,19
Piscine,SportsAndLeisurePlace,Bourbon-Lancy,71140,46.621696,3.76325,128
Entre Saône et forêt,SportsAndLeisurePlace,Mantoche,70100,47.4198,5.52943,112
Eglise de la décollation de Saint-Jean-Baptiste de Chemilly Sur Serein,CulturalSite,Chemilly-sur-Serein,89800,47.7707648,3.86259287,171
Au hasard... Bénédicte Dieudonné,CulturalSite,Saint-Julien,21490,47.3943438,5.1422128,28
Atelier aquarelles,SportsAndLeisurePlace,Dampierre-sur-Salon,70180,47.5562768,5.6789294,112
Le Lavoir de Buliat,CulturalSite,Vinzelles,71680,46.2724653,4.7721725,142
Peinture sur verre,CulturalSite,Ney,39300,46.7360959,5.88918685,80
Eglise Notre Dame d'Offlanges,CulturalSite,Offlanges,39290,47.2072,5.54999,83
Notre Dame de l'Assomption actuelle chapelle du lycée Bonaparte,CulturalSite,Autun,71400,46.94999,4.29891,126
Eglise Saint-Odilon,CulturalSite,La Charmée,71100,46.72006,4.79371,159
Jardin Philippe,CulturalSite,Dole,39100,47.080772,5.493509,83
"Nolay, le nez en l'air",SportsAndLeisurePlace,Nolay,21340,46.9516599,4.630618,146
Mémorial,CulturalSite,Buxy,71390,46.7138199,4.70347645,131
La Bourgogne à Vélo - Location et livraison de vélos,SportsAndLeisurePlace,Saint-Marcel,71380,46.7793816,4.85533158,133
Maison du ministre Courvoisier,CulturalSite,Baume-les-Dames,25110,47.35302,6.360692,33
Ecole Club Ball Trap,SportsAndLeisurePlace,La Roche-Morey,70120,47.7082923,5.7598185,120
LASER GAME CHATILLONNAIS - JEU 2 TIR,SportsAndLeisurePlace,Buncey,21400,47.8235932,4.55597355,5
Poney club de l'Autrot,SportsAndLeisurePlace,Bessey-en-Chaume,21360,47.0729508,4.75680191,3
Église Saint-Antide,CulturalSite,Antheuil,21360,47.1707155,4.74608179,3
Mali poterie,CulturalSite,Lods,25930,47.0460378,6.2468351,73
Marion Nautic',SportsAndLeisurePlace,Malbuisson,25160,46.8023744,6.30471745,64
Cascade du Rougnon,Landform,Laissey,25820,47.29863,6.23388,66
Virtual Arena,SportsAndLeisurePlace,Marzy,58180,46.99907,3.10728,107
Guides en Morvan,SportsAndLeisurePlace,Charbonnat,71320,46.7801864,4.12348196,149
Golf de Salives,SportsAndLeisurePlace,Salives,21580,47.632736,4.871096,12
Eglise des Jacobins,CulturalSite,Poligny,39800,46.83532,5.70944,91
Visite guidée de Château-Chalon,SportsAndLeisurePlace,Château-Chalon,39210,46.7549,5.6263379,87
Église saint claude,CulturalSite,Malbuisson,25160,46.798952,6.304696,64
Golf de Prunevelle,SportsAndLeisurePlace,Dampierre-sur-le-Doubs,25420,47.4604199,6.73624992,34
Equivallée - Pôle Evènementiel,SportsAndLeisurePlace,Cluny,71250,46.435153,4.65906017,141
Sakshi Yoga,SportsAndLeisurePlace,Clamecy,58500,47.45959,3.52011,98
Pont Canal du Mingot,Landform,Châtillon-en-Bazois,58110,47.06248,3.63568,106
E-bike Winetours,SportsAndLeisurePlace,Chablis,89800,47.8160038,3.80253239,171
Musée du Costume,CulturalSite,Avallon,89200,47.4881422,3.908247,169
ATD -Location skis & raquettes,SportsAndLeisurePlace,Mignovillard,39250,46.7643392,6.170214,51
Médiathèque municipale,CulturalSite,Magny-Cours,58240,46.733498,3.183556,105
Jur'aventures - Mystérieuse recette au lac de l'Abbaye,SportsAndLeisurePlace,Grande-Rivière Château,39150,46.5348925,5.9204006,90
Grottes de Baume-les-Messieurs,Landform,Baume-les-Messieurs,39210,46.6897514,5.63733816,87
Cordes artisanales,CulturalSite,Jussey,70500,47.82623,5.892765,120
"Visite guidée ""Groupe""du Prieuré et de la Ville de La Charité-sur-Loire",CulturalSite,La Charité-sur-Loire,58400,47.1773986,3.01666998,97
Instinct Nature Photographie - Yoann Thionnet,SportsAndLeisurePlace,Mouthe,25240,46.68013,6.13013,90
"Atelier d'artiste, lieu d'exposition avec Christine Richard",SportsAndLeisurePlace,Les Bouchoux,39370,46.29714,5.81807,86
Eglise Saint-Renobert,CulturalSite,Faverolles-lès-Lucey,21290,47.8355248,4.8623456,5
Église Saint-Jean-l'Evangéliste,CulturalSite,Bard-le-Régulier,21430,47.1445726,4.31561277,22
Saute frontière - Maison de la poésie transjurassienne,CulturalSite,Saint-Claude,39200,46.4305106,5.8893816,94
Cinemavia,SportsAndLeisurePlace,Gray,70100,47.4494415,5.5796427,112
Ferme Equestre du Buisson,SportsAndLeisurePlace,Villefargeau,89240,47.7924342,3.5237624,184
Le Train des Rêves,CulturalSite,Dracy-Saint-Loup,71400,47.009006,4.344163,126
Château de Meursault,CulturalSite,Meursault,21190,46.9757065,4.77649967,132
Yoga Maga,SportsAndLeisurePlace,Beaune,21200,47.04558,4.824495,3
Cathédrale Saint-Pierre-Saint-Paul-Saint-André,CulturalSite,Saint-Claude,39200,46.3865663,5.8659647,94
Visite des œuvres du Festival Bien Urbain,SportsAndLeisurePlace,Besançon,25000,47.2377614,6.0240361,35
Oeuvre du lavoir de Baigneux-les-Juifs,CulturalSite,Baigneux-les-Juifs,21450,47.601466,4.647506,29
Atelier Cérambois,SportsAndLeisurePlace,Saint-Gengoux-le-National,71460,46.6146789,4.66353628,131
Katia- Les Phénix,CulturalSite,Essey,21320,47.2045995,4.525618,146
Le Monde des Automates,CulturalSite,Saint-Claude,39200,46.3868531,5.86690913,94
"Base nautique ""L'Embarcadère""",SportsAndLeisurePlace,La Truchère,71290,46.5150375,4.9493794,165
La Boissellière,CulturalSite,Marcilly-lès-Buxy,71390,46.713719,4.586805,131
Lac des rouges truites,Landform,Lac-des-Rouges-Truites,39150,46.608814,6.001218,90
La Pas Potière,CulturalSite,Saint-Amand-en-Puisaye,58310,47.528072,3.063168,99
Domaine de la Loge - Explor'Games®,SportsAndLeisurePlace,Flacey-en-Bresse,71580,46.581135,5.40035434,93
Fromagerie Gaugry,CulturalSite,Brochon,21220,47.236113,4.9850993,11
Rêves de Saône Balade,SportsAndLeisurePlace,Saint-Jean-de-Losne,21170,47.101263,5.261549,4
Piscine municipale,SportsAndLeisurePlace,Montchanin,71210,46.7511035,4.47589705,153
Staff Baumann,CulturalSite,Fénay,21600,47.2331258,5.0609853,13
Oratoire Notre-Dame des Côtes,CulturalSite,Oye-et-Pallet,25160,46.854427,6.331523,64
Piscine de Verdun-sur-le-Doubs,SportsAndLeisurePlace,Verdun-sur-le-Doubs,71350,46.9019815,5.01778158,147
"Jardins - Association les Amis du jardin et de la collection végétale ""Annabelle""",CulturalSite,Rainans,39290,47.1544924,5.48330426,83
Halte Brunehaut,CulturalSite,Renève,21310,47.3837194,5.4081978,112
DKo Morvan,CulturalSite,Molphey,21210,47.3448287,4.2105312,22
Jardin du Quai Villeneuve,CulturalSite,Gray,70100,47.45095,5.58249,112
Regards insolites,SportsAndLeisurePlace,Champagney,70290,47.7099091,6.6808323,113
L'Or en Chef - Laure Fuhrmann,SportsAndLeisurePlace,Montagny-lès-Beaune,21200,46.9837553,4.8646587,3
Cathédrale Saint-Vincent,CulturalSite,Chalon-sur-Saône,71100,46.7822831,4.8586714,133
Eglise Saint-Martin,CulturalSite,Sampigny-lès-Maranges,71150,46.9062985,4.6533603,132
Circuit cyclo ' la Boucle des Monts de l'Ognon',SportsAndLeisurePlace,Villersexel,70110,47.5552497,6.43521507,118
Caves Patriarche Père & Fils - Visite Dégustation Liberté,SportsAndLeisurePlace,Beaune,21200,47.0263717,4.8383465,3
Lavoir de Vingelles,CulturalSite,Moroges,71390,46.7479003,4.6860095,131
Eglise Saint-Germain,CulturalSite,Fuissé,71960,46.28012,4.74321,136
Manufacture de bonneterie Perrin - Visite guidée,CulturalSite,Montceau-les-Mines,71300,46.668407,4.363803,152
Location de matériel de ski - Sport 2000,SportsAndLeisurePlace,Pontarlier,25300,46.9026653,6.35711431,64
Zone de loisirs,SportsAndLeisurePlace,Baume-les-Dames,25110,47.340768,6.35470299,33
La promenade Micaud,CulturalSite,Besançon,25000,47.2416283,6.03085041,35
Eglise Sainte-Maurice de Mervans,CulturalSite,Mervans,71310,46.7976431,5.1855361,129
Les Ocres de Carmine,CulturalSite,Saint-Gengoux-de-Scissé,71260,46.464401,4.77461,141
Musée de l'Abbaye / donations Guy Bardone - René Genis,CulturalSite,Saint-Claude,39200,46.3861372,5.8652914,94
Miserey Salines,SportsAndLeisurePlace,Miserey-Salines,25480,47.286741,5.97255799,55
Poney Club et Centre Equestre de Prunevaux,SportsAndLeisurePlace,Nolay,58700,47.1251983,3.32435011,104
Cinéma à la M.J.C,SportsAndLeisurePlace,Châtillon-en-Bazois,58110,47.0529702,3.65459936,106
Atelier Mosaïque d'Elisabeth,CulturalSite,Paray-le-Monial,71600,46.445364,4.11531,155
Belvédère de Saint-Andelain,CulturalSite,Saint-Andelain,58150,47.3071101,2.9612821,99
Étang du Pasquier,Landform,Le Pasquier,39300,46.7968278,5.91957092,80
Viaduc de Mussy-sous-Dun,CulturalSite,Mussy-sous-Dun,71170,46.2299358,4.33139203,139
Etang communal Les Prés de la Vavre,SportsAndLeisurePlace,Montpont-en-Bresse,71470,46.5509893,5.15770419,129
Nos plus belles maisons de la Renaissance,SportsAndLeisurePlace,Besançon,25000,47.237793,6.024102,35
Tapissier - roussel stéphane,CulturalSite,Château-Chalon,39210,46.7540718,5.6127797,87
Eglise Saint-Sébastien,CulturalSite,Berzé-le-Châtel,71960,46.3876477,4.68933557,141
La Cure et le Chalaux,SportsAndLeisurePlace,Dun-les-Places,58230,47.28429,4.01393,22
Equi-libra,SportsAndLeisurePlace,Normier,21390,47.36686,4.435656,24
École du Ski Français de Métabief (ESF),SportsAndLeisurePlace,Métabief,25370,46.7685997,6.3565135,64
Location de kayaks : descente du Doubs,SportsAndLeisurePlace,Verdun-sur-le-Doubs,71350,46.8958848,5.0236879,147
Fromagerie-Musée,CulturalSite,Trépot,25620,47.1671638,6.14888906,61
Château Montbéliard Wurtemberg,CulturalSite,Montbéliard,25200,47.5091716,6.80068731,56
Médiathèque intercommunale,CulturalSite,Plainoiseau,39210,46.730962,5.555251,87
Ville de Saint-Apollinaire,CulturalSite,Saint-Apollinaire,21850,47.3326997,5.0925129,21
Musée de la faïence et des beaux-arts,CulturalSite,Nevers,58000,46.9864325,3.1549791,108
Les cerisiers en fleurs à Fougerolles,Landform,Fougerolles-Saint-Valbert,70220,47.8858328,6.40455302,115
Les Créations d'Isa,CulturalSite,Palinges,71430,46.56916,4.21366,140
Cours de yoga - AFR de Vitteaux,SportsAndLeisurePlace,Vitteaux,21350,47.3979162,4.53793408,29
La Basse Vallée du Doubs,Landform,Longepierre,71270,46.93704,5.20867,26
Château Bohême,CulturalSite,Cosne-Cours-sur-Loire,58200,47.4109689,2.9230118,99
Eglise Saint-Pierre,CulturalSite,Mellecey,71640,46.81068,4.72706,148
"SebOppin, moniteur VTT",SportsAndLeisurePlace,Saint-Brisson,58230,47.2720444,4.0893213,22
Les savons des Bruyères,CulturalSite,Gibles,71800,46.350454,4.338734,137
SPA Thermal Valvital,SportsAndLeisurePlace,Lons-le-Saunier,39000,46.6718095,5.56335539,87
Villa gallo-romaine de Diénay,CulturalSite,Diénay,21120,47.5195249,5.04965391,12
Myotte-Duquet - Habitat de Caractère,CulturalSite,Fournets-Luisans,25390,47.11003,6.56136,60
Eglise Saint-Valentin,CulturalSite,Jalogny,71250,46.418403,4.63042,141
Auto Rétro Chanitois,SportsAndLeisurePlace,Champlitte,70600,47.6167809,5.51317334,112
Eglise Saint-Denis,CulturalSite,Buffières,71250,46.4285993,4.53585348,141
Lavoir,CulturalSite,Saint-Boil,71390,46.6325074,4.68812133,131
Défilé d'Entreroches,Landform,Ville-du-Pont,25650,47.0135614,6.48553848,60
Art Bois Terre,CulturalSite,Coteaux du Lizon,39170,46.4106448,5.81435039,81
Atelier d'Arts Créatifs,CulturalSite,Moulins-Engilbert,58290,46.98705,3.8113,106
Les Canalous (location de bateaux à la journée),SportsAndLeisurePlace,Digoin,71160,46.4832241,3.9879727,145
Le Delta du Doubs,CulturalSite,Besançon,25000,47.2305119,6.02874755,35
Table d'orientation,Landform,Briant,71110,46.2734769,4.15897123,155
Visite guidée : Du monastère des Cordeliers au lycée Pasteur,SportsAndLeisurePlace,Besançon,25000,47.2382,6.02001,35
Rejoins la joyeuse bande des poneys de Prunevaux,SportsAndLeisurePlace,Nolay,58700,47.10326,3.32242,104
Montgolfières en Charolais,SportsAndLeisurePlace,Charolles,71120,46.43765,4.27697,137
La Galerie Singulière,CulturalSite,Rully,71150,46.8738166,4.74393469,132
Clairvaux pedal boat,SportsAndLeisurePlace,Clairvaux-les-Lacs,39130,46.565556,5.74916699,88
Eglise Saint-Pierre,CulturalSite,Chissey-lès-Mâcon,71460,46.525001,4.740511,141
"Les Divines Bourgogne - L'expérience du goût, l'éveil des sens",SportsAndLeisurePlace,La Rochepot,21340,46.9391257,4.66540479,132
Lavoir de Nourrice,CulturalSite,Rosey,71390,46.74261,4.70268,131
Les Cuirs du Moulin,CulturalSite,Rougemont,25680,47.48117,6.32986,33
Impérial Spa,SportsAndLeisurePlace,Dijon,21000,47.32322,5.03126,8
Site Nordique de Foncine-le-Haut,SportsAndLeisurePlace,Foncine-le-Haut,39460,46.6457769,6.0808379,90
Eglise Saint-Germain,CulturalSite,Buxy,71390,46.7135128,4.69507918,131
Aire de jeux,SportsAndLeisurePlace,Sermages,58290,47.0216447,3.84701482,106
Chapelle oratoire Notre-Dame Secours des Chrétiens,CulturalSite,Aubonne,25520,47.03509,6.32653,73
France Montgolfières - Beaune,SportsAndLeisurePlace,Marigny-lès-Reullée,21200,47.006383,4.946885,3
BELLAMY Didier,CulturalSite,Mazille,71250,46.4038742,4.60316303,141
Atelier Wegmann Vitrail,CulturalSite,Quenne,89290,47.7886663,3.6547653,168
Joa Casino,SportsAndLeisurePlace,Luxeuil-les-Bains,70300,47.8196326,6.37534102,119
Eglise Saint-Pierre,CulturalSite,Verjux,71590,46.8776,4.96719,147
Eskaléo,SportsAndLeisurePlace,Saint-Claude,39200,46.3865426,5.8651168,94
Anne Auger,CulturalSite,Bévy,21220,47.1790363,4.8545258,17
Osiericulteur / vannier,CulturalSite,La Proiselière-et-Langle,70310,47.8275421,6.5093686,115
Piscine de plein air à Chaux-la-Lotière,SportsAndLeisurePlace,Chaux-la-Lotière,70190,47.381796,5.98056,38
La Boîte à Montagne,SportsAndLeisurePlace,Saint-Claude,39200,46.387405,5.86776589,94
Eglise Saint-Amour,CulturalSite,Saint-Amour-Bellevue,71570,46.24509,4.74308,135
Marie-Pierre Méheust,CulturalSite,Treigny-Perreuse-Sainte-Colombe,89520,47.58182,3.21547,188
Château de Belvoir,CulturalSite,Belvoir,25430,47.3181485,6.6030836,49
Atelier Sérendipité / Les balaldes insolites de Florence,CulturalSite,Étrigny,71240,46.5276019,4.8739969,165
LegendR : Le Secret du vieux carnet,SportsAndLeisurePlace,Ray-sur-Saône,70130,47.586717,5.827695,120
Helena Moniello - Harmonie et Lumière,SportsAndLeisurePlace,Villard-Saint-Sauveur,39200,46.360406,5.861262,94
Ferme pédagogique - La Ferme au Chapeau Vert,SportsAndLeisurePlace,Les Bouchoux,39370,46.2969622,5.823165,86
Port de plaisance des Settons,SportsAndLeisurePlace,Montsauche-les-Settons,58230,47.1888315,4.07303593,22
Spa Le Saint Georges,SportsAndLeisurePlace,Chalon-sur-Saône,71100,46.7821834,4.84435612,133
Jardin de la médiathèque Jean-Christophe Rufin,CulturalSite,Sens,89100,48.1952888,3.2904619,186
Cascade de la Quinquenouille,Landform,Valzin en Petite Montagne,39240,46.4173349,5.53979584,88
Poney Club du Moulin,SportsAndLeisurePlace,Villaines-les-Prévôtes,21500,47.554724,4.307605,24
Basilique Sainte-Jeanne-Antide Thouret,CulturalSite,Sancey,25430,47.2966075,6.5835596,49
Val'créations,CulturalSite,Bléneau,89220,47.69847,2.938,173
Aude Natura,CulturalSite,Châtenay,71800,46.2909681,4.383262,139
Campus Universitaire,CulturalSite,Dijon,21000,47.3140929,5.066368,21
Lac de Marcenay,SportsAndLeisurePlace,Marcenay,21330,47.8717655,4.4090948,5
Point de vue de Chaon,Landform,Montperreux,25160,46.83571,6.34525,64
Oeuvre du lavoir de Bure-les-Templiers,CulturalSite,Bure-les-Templiers,21290,47.724926,4.897974,12
La Genette et la Salamandre,SportsAndLeisurePlace,Val Suran,39320,46.3798412,5.4323246,93
Atelier de Marc Jeudy - Photographie,CulturalSite,Villecomte,21120,47.5052296,5.0343684,12
Route des Sapins,Landform,Levier,25270,46.9538897,6.117461,51
Château d'Entre-Deux-Monts,CulturalSite,Nuits-Saint-Georges,21700,47.181105,4.91943789,17
Montbozon-Cité de caractère,CulturalSite,Montbozon,70230,47.46717,6.26066,33
La chapelle du Beugnon,CulturalSite,Arcy-sur-Cure,89270,47.601556,3.755942,169
Musée minéralogique de la Grotte d'Osselle,CulturalSite,Roset-Fluans,25410,47.1385959,5.83636879,68
Bourgogne Chic • Location de 2CV,SportsAndLeisurePlace,Jouey,21230,47.17643,4.428711,146
La pierre qui encre,CulturalSite,Arbois,39600,46.9015313,5.7740894,79
Oratoire du Sacré Coeur,CulturalSite,Granges-Narboz,25300,46.8793774,6.3170029,64
Aurélie Proudom,CulturalSite,Saint-Amand-en-Puisaye,58310,47.52662,3.07566,99
Grotte du Maquis,Landform,Lusigny-sur-Ouche,21360,47.0718149,4.68249193,3
Cabaret Music-Hall Odysséo,SportsAndLeisurePlace,Plombières-lès-Dijon,21370,47.3339609,4.9878616,27
Cinéma à l'Embarcadère,SportsAndLeisurePlace,Montceau-les-Mines,71300,46.6765571,4.36111915,152
Écurie des Abyss,SportsAndLeisurePlace,Luzy,58170,46.8143326,4.0044409,149
Etang de Chassagne,SportsAndLeisurePlace,Ouroux-sous-le-Bois-Sainte-Marie,71800,46.3714134,4.3073896,137
Église de Saint-Nithier,CulturalSite,Clairvaux-les-Lacs,39130,46.5756853,5.74957776,88
Tour du Zouave Coco,Landform,Montigny-lès-Arsures,39600,46.923649,5.780276,79
Ile des forges,Landform,Pesmes,70140,47.2896219,5.54702281,116
Galerie Le Bocal,CulturalSite,Salins-les-Bains,39110,46.9368445,5.877098,95
"Cycles Letellier, location de vélos",SportsAndLeisurePlace,Corbigny,58800,47.2557928,3.6819763,98
Jur'Aventures - À la découverte de la « Perle du Jura »,SportsAndLeisurePlace,Champagnole,39300,46.74621,5.90749,80
Hôtel Bouhier de Savigny,CulturalSite,Dijon,21000,47.3204451,5.040596,8
Domaine Équestre du Treuil,SportsAndLeisurePlace,Bay,70150,47.303204,5.6976192,68
CDMP Creation decouverte maquettes du patrimoine,SportsAndLeisurePlace,Montbéliard,25200,47.5017091,6.8019289,56
Vitrail de Puisaye,CulturalSite,Saint-Amand-en-Puisaye,58310,47.5309439,3.073591,99
Chapelle et Pont Saint Nicolas,CulturalSite,Mailly-le-Château,89660,47.5937845,3.6354105,98
Artisan - Atelier de la Roguiere,CulturalSite,Sermange,39700,47.1934579,5.647641,68
Marion LARRERE - Naturopathe,SportsAndLeisurePlace,Luxeuil-les-Bains,70300,47.81762,6.3843,119
Les ateliers du Pétrikor,CulturalSite,Broissia,39320,46.3562439,5.43571,93
Église,CulturalSite,Revigny,39570,46.636221,5.603308,87
Atelier La Tanière,CulturalSite,Fournaudin,89320,48.14995,3.63735,170
Forêt du Banney,SportsAndLeisurePlace,Luxeuil-les-Bains,70300,47.8228668,6.39007984,119
Site Nordique du Lac des Rouges Truites,SportsAndLeisurePlace,Lac-des-Rouges-Truites,39150,46.603164,6.004414,90
Les Repaires,SportsAndLeisurePlace,Nans-sous-Sainte-Anne,25330,46.9778925,6.00012219,51
"Clément Boutillon, Céramiste Designer",CulturalSite,Nevers,58000,46.98851,3.16107,108
"CLos de Bourgogne, cours de dégustation et d’oenologie",SportsAndLeisurePlace,Couchey,21160,47.2616683,4.9775289,14
Keep Form and Play - CHAMPAGNOLE,SportsAndLeisurePlace,Champagnole,39300,46.74979,5.908,80
Spa Vinothérapie Caudalie,SportsAndLeisurePlace,Port-Lesney,39600,46.999,5.82353,95
Pascale DUCERF,CulturalSite,Marcilly-lès-Buxy,71390,46.7111504,4.5838306,131
Musée Gorsline,CulturalSite,Bussy-le-Grand,21150,47.5820747,4.5300521,29
France Montgolfières - Balloons Flights,SportsAndLeisurePlace,Vézelay,89450,47.463512,3.7417536,169
Atelier de Tapisserie - Mary Framboisine,CulturalSite,Attricourt,70100,47.48313,5.38899,112
Chapelle Saint-Simon de Mailly-Le-Château,CulturalSite,Mailly-le-Château,89660,47.59546,3.6409658,98
Bibliothèque,CulturalSite,Sauvigny-les-Bois,58160,46.96752,3.27327,105
Table d'orientation,Landform,Prizy,71800,46.3529182,4.21943069,137
Ligne de démarcation - ancien poste de contrôle allemand - pupitre,CulturalSite,Montagny-lès-Buxy,71390,46.7077695,4.67096022,131
Grange de Beauvais,CulturalSite,Venouse,89230,47.894602,3.700175,183
