label,category,locality,postal_code,latitude,longitude,ville_proche
Cloître des chanoines de la Cathédrale Saint-Vincent,CulturalSite,Chalon-sur-Saône,71100,46.7820996,4.8596181,133
Crypte et trésor de la Cathédrale Saint-Etienne d'Auxerre,CulturalSite,Auxerre,89000,47.7974337,3.571862,168
"Fondremand, cité de caractère",CulturalSite,Fondremand,70190,47.47428,6.02684,121
Golf de Beaune Levernois,SportsAndLeisurePlace,Levernois,21200,46.9923599,4.8827954,3
Lama Loisir Mamirolle,SportsAndLeisurePlace,Mamirolle,25620,47.1981487,6.17247232,69
Musée de la Porte de Joigny,CulturalSite,Villeneuve-sur-Yonne,89500,48.080444,3.2941299,190
A Cheval dans l'Yonne,SportsAndLeisurePlace,Lignorelles,89800,47.9280436,3.5269421,174
Escape Game Outdoor : Montbéliard le poids du secret,SportsAndLeisurePlace,Montbéliard,25200,47.5089923,6.8024125,56
Jardin du Manoir de Val en Sel,CulturalSite,Saint-Père,89450,47.4569413,3.7632857,169
Salle de spectacle - La Commanderie,SportsAndLeisurePlace,Dole,39100,47.0871876,5.4976168,83
Musée Papotte (Artisanat et vie rurale),CulturalSite,Bligny-sur-Ouche,21360,47.1077,4.66756,3
Château de Montigny,CulturalSite,Charny Orée de Puisaye,89120,47.85355,3.13673,173
Cascade du Moulin de Vermondans,Landform,Plaimbois-Vennes,25390,47.1925685,6.55654024,60
Musée de la Poterie Joseph Martin,CulturalSite,Étrepigney,39700,47.1272353,5.69289207,68
Visit and wine tour by Ermitage Corton,SportsAndLeisurePlace,Chorey-les-Beaune,21200,47.0522881,4.856784,3
Chapelle Notre-Dame du Refuge,CulturalSite,Besançon,25000,47.2357061,6.021291,35
La Gaule Régionale Salinoise,SportsAndLeisurePlace,Salins-les-Bains,39110,47.001958,5.8250849,95
Eglise Saint-Rémy,CulturalSite,Saint-Rémy,71100,46.76978,4.82835,159
Escal'ô - Escalade,SportsAndLeisurePlace,Besançon,25000,47.2491796,6.05363009,35
Chapelle Saint-Bérain,CulturalSite,Saint-Bérain-sur-Dheune,71510,46.8248555,4.59608,130
LES ATELIERS COCKTAILS DU CASSISSIUM,SportsAndLeisurePlace,Nuits-Saint-Georges,21700,47.1299374,4.95874473,17
Le Couvent,CulturalSite,Treigny-Perreuse-Sainte-Colombe,89520,47.5515337,3.1833,188
CK Pont-de-Roide,SportsAndLeisurePlace,Pont-de-Roide-Vermondans,25150,47.3835346,6.77285303,63
Chez Monsieur Savon,CulturalSite,Saint-Amour,39160,46.4367718,5.3424252,93
CC CREA,CulturalSite,Marnay,70150,47.2946,5.78376,68
Jardin de Forgeneuve,CulturalSite,Coulanges-lès-Nevers,58660,47.0057086,3.1884118,100
Port de la Jonction à Nevers,SportsAndLeisurePlace,Nevers,58000,46.9791263,3.1675483,108
Hive Games,SportsAndLeisurePlace,Cosne-Cours-sur-Loire,58200,47.3983224,2.93462822,99
Le vin s'anime,SportsAndLeisurePlace,Chalon-sur-Saône,71100,46.7871292,4.8434558,133
Eglise Notre-Dame-de-la-Providence,CulturalSite,Digoin,71160,46.4807821,3.97787684,145
A l'ouest de la lune,CulturalSite,Grancey-le-Château-Neuvelle,21580,47.6792602,4.9967755,12
La Savonnerie du Lavoir - Blandine Marec,CulturalSite,Asnières-sous-Bois,89660,47.4835727,3.64849122,98
Playheure Escape game,SportsAndLeisurePlace,Châtillon-le-Duc,25870,47.287468,5.99390107,41
La Toile de Rose,CulturalSite,Mont-sous-Vaudrey,39380,46.97989,5.60259,83
Les artistes à la campagne,CulturalSite,Champlive,25360,47.2721383,6.2383261,66
Cours yoga des mains mudras,SportsAndLeisurePlace,Entrains-sur-Nohain,58410,47.46315,3.25682,98
Bibliothèque,CulturalSite,Maisons-du-Bois-Lièvremont,25650,46.96651,6.42033,40
Musée des Beaux-Arts,CulturalSite,Dole,39100,47.0897302,5.48909616,83
Cossies fan tutti,SportsAndLeisurePlace,Seloncourt,25230,47.4595046,6.8592341,70
Église St Andoche et St Thyrse,CulturalSite,Blanot,21430,47.171327,4.23446623,22
Chapelle Saint-Claude de Raucourt,CulturalSite,Roche-et-Raucourt,70180,47.638402,5.720015,112
Le Comptoir des Pierres,CulturalSite,Comblanchien,21700,47.099305,4.914435,17
Parc du Prieuré Saint-Martin,CulturalSite,Baulme-la-Roche,21410,47.3463762,4.79733108,19
Site Nordique de la Haute-Joux,SportsAndLeisurePlace,Cerniébaud,39250,46.73448,6.11834,80
Château de Saint-Germain-lès-Buxy,CulturalSite,Saint-Germain-lès-Buxy,71390,46.7084579,4.77374368,131
La Tour Guérin,CulturalSite,Couches,71490,46.8699785,4.5723218,130
Le Beffroi ou Tour de l'Horloge,CulturalSite,Bourbon-Lancy,71140,46.6189092,3.7727121,128
Point de vue de Sainte-Gertrude,CulturalSite,Selongey,21260,47.5870216,5.1863601,23
Usine à Neige,CulturalSite,Métabief,25370,46.7707368,6.3529618,64
DAME GOUPIL,CulturalSite,Bazolles,58110,47.146686,3.64001,106
Le Pont de Saint-Laurent,CulturalSite,Mâcon,71000,46.3053084,4.83593167,151
Phare aéronautique de Mailly-le-Château,CulturalSite,Mailly-le-Château,89660,47.59652,3.63724,98
L'Aiguillée,CulturalSite,Viserny,21500,47.5604799,4.2820586,24
ATELIER ROUGE SILICIUM,CulturalSite,Vaux d'Amognes,58130,47.027069,3.290259,110
Eglise Saint-André de Mirebel,CulturalSite,Hauteroche,39570,46.6981825,5.73278081,91
Visite théâtralisée costumée : Besançon à la renaissance,SportsAndLeisurePlace,Besançon,25000,47.2343,6.02994,35
Les Vélos de Saint-Gengoux entre Mâconnais et Chalonnais,SportsAndLeisurePlace,Saint-Gengoux-le-National,71460,46.607334,4.66961875,131
Poterie de Poisson,CulturalSite,Poisson,71600,46.3610671,4.1653013,155
Maison du Patrimoine et Café de Pays,CulturalSite,Saint-Cyr,71240,46.67766,4.88757,166
Ayurveda Au Natur'elle,SportsAndLeisurePlace,Crêches-sur-Saône,71680,46.23857,4.78286,142
Église Saint-Saturnin,CulturalSite,Saulieu,21210,47.2763443,4.23210243,22
Tennis club de bavans,SportsAndLeisurePlace,Bavans,25550,47.4881774,6.7311542,34
Ferme équestre - Les Bâties - CHEVAL PASSION JURA,SportsAndLeisurePlace,Mouthe,25240,46.6772389,6.19783401,90
Eglise de l'Immaculée Conception,CulturalSite,Virey-le-Grand,71530,46.84043,4.86213,144
Les éditions de la Goulotte,CulturalSite,Vézelay,89450,47.4637183,3.7428804,169
Uspv gymnastique,SportsAndLeisurePlace,Audincourt,25400,47.3883333,6.77277777,63
Oratoire Notre-Dame de la Salette,CulturalSite,Doubs,25300,46.92831,6.35152,40
"Fabrication de bonbons à ""L'Atelier des Bonbons""",SportsAndLeisurePlace,Beaune,21200,47.02191,4.84055,3
Musée de la Résistance Nationale,CulturalSite,Varennes-Vauzelles,58640,47.01276,3.147,111
Canoë kayak,SportsAndLeisurePlace,Pont-du-Navoy,39300,46.7267293,5.7842535,80
Jur'Aventures : À la découverte de Saint-Claude,SportsAndLeisurePlace,Saint-Claude,39200,46.3909735,5.8645162,94
Hôtel Bretagne de Blancey,CulturalSite,Dijon,21000,47.3197515,5.0384113,8
Collection particulière de vanneries,CulturalSite,Dracy,89130,47.7561835,3.2494613,188
Site Nordique de Bellefontaine,SportsAndLeisurePlace,Bellefontaine,39400,46.554543,6.08539,90
Rav-Chap Bois et Créations,CulturalSite,Saint-Julien-de-Civry,71800,46.365393,4.233634,137
La Halle du Toueur,CulturalSite,Pouilly-en-Auxois,21320,47.2667598,4.5478918,146
Les  Amis de l'église Sainte-Marie-Madeleine de Grandecourt,SportsAndLeisurePlace,Grandecourt,70120,47.6336066,5.85876327,120
L'Artisaloue,CulturalSite,Ornans,25290,47.1063,6.14698,61
Monument de l'Emeraude,CulturalSite,Corbigny,58800,47.2578559,3.67196082,98
Gilles Sonnet Fleuriste,CulturalSite,Fontaine-lès-Dijon,21121,47.3341926,5.026626,9
Château de la Magdeleine (ou du Banchet),CulturalSite,Châteauneuf,71740,46.211995,4.252881,139
Abbaye Princiere de Lure - sous-préfecture de Lure,CulturalSite,Lure,70200,47.6867327,6.49124141,118
Eglise Romane,CulturalSite,Saint-Christophe-en-Bresse,71370,46.7044291,5.0512048,157
La Boutique Emile Henry,CulturalSite,Marcigny,71110,46.2725615,4.03306637,155
Circuit Dijon-Prenois,SportsAndLeisurePlace,Prenois,21370,47.3757737,4.8990502,19
Fug Game - Live escape Besançon - La colère de la Vouivre,SportsAndLeisurePlace,Besançon,25000,47.2359867,6.01314511,35
Atelier de lutherie - Marc Boyadjian,CulturalSite,Pontarlier,25300,46.90372,6.35587,64
Hôpital Sainte-Croix et son apothicairerie,CulturalSite,Baume-les-Dames,25110,47.352791,6.358576,33
Taekwondo Club Besançon : deux séances de découverte offertes,SportsAndLeisurePlace,Besançon,25000,47.2596,6.01555,35
GAEC des Truites de l'Aube,SportsAndLeisurePlace,Veuxhaulles-sur-Aube,21520,47.945668,4.8046996,5
La Nature du Bois,CulturalSite,Chauffailles,71170,46.2051562,4.3507886,139
Chapelle Expiatoire des Carmes - Saint Claude,CulturalSite,Saint-Claude,39200,46.3873327,5.86133262,94
Recup'créations,CulturalSite,Saint-Pierre-le-Moûtier,58240,46.7895623,3.1084818,107
Médiathèque,CulturalSite,Métabief,25370,46.77331,6.34946,64
A Chaque Passant son Histoire,CulturalSite,Cussy-en-Morvan,71550,47.091866,4.163046,126
Château de Thenissey,SportsAndLeisurePlace,Thenissey,21150,47.4922462,4.6239813,29
La Salle Bleue,CulturalSite,Corbigny,58800,47.2589757,3.6834803,98
Musées de Sens,CulturalSite,Sens,89100,48.1974783,3.2842464,186
Maison Royale de Pesmes,CulturalSite,Pesmes,70140,47.279329,5.567436,116
Biathl'ON Xplore,SportsAndLeisurePlace,Verrières-de-Joux,25300,46.89746,6.44989,64
La calèche des Chauvins,SportsAndLeisurePlace,Grande-Rivière Château,39150,46.545818,5.919336,90
La Concorde,SportsAndLeisurePlace,Arc-lès-Gray,70100,47.45644,5.58295,112
Jean Pierre Lépine,CulturalSite,Lavans-lès-Saint-Claude,39170,46.3811553,5.76706075,86
"Le Cellier des Arts, Galerie d'art et d'artisanat d'art",CulturalSite,Autun,71400,46.944959,4.299632,126
Sophie Bidot,CulturalSite,Saint-Fargeau,89170,47.63819,3.07556,188
Bateaux du Saut du Doubs,SportsAndLeisurePlace,Villers-le-Lac,25130,47.056645,6.67139227,77
Tir à l'arc l Akila Gorges de la Loue,SportsAndLeisurePlace,Ornans,25290,47.1041068,6.16279361,61
4 lacs,Landform,Le Frasnois,39130,46.631669,5.91579437,80
A la lueur des contes,SportsAndLeisurePlace,Mathay,25700,47.4286596,6.7792817,54
Sapin Président,Landform,Les Fourgs,25300,46.8195798,6.41580676,64
Tombeau de Jocelyn,CulturalSite,Bussières,71960,46.3385859,4.70109676,136
Roulottes en Bourgogne,SportsAndLeisurePlace,Saint-Vallier,71230,46.635787,4.3458957,160
Club de la Joie,SportsAndLeisurePlace,Gevigney-et-Mercey,70500,47.79873,5.93132,120
Bibliothèque d'Authoison,CulturalSite,Authoison,70190,47.48796,6.14846,121
Eglise Saint-Martin,CulturalSite,Saint-Martin-sous-Montaigu,71640,46.81568,4.71218,148
École-musée de Champagny,CulturalSite,Champagny,21440,47.459327,4.76295663,19
Société de pêche de l'étang du bois la Haut,SportsAndLeisurePlace,Saint-Marcel,70500,47.8281014,5.8213182,120
Eglise Saint-Antoine,CulturalSite,Chevagny-sur-Guye,71220,46.5385868,4.50981457,160
Eglise Luthérienne de Clairegoutte,CulturalSite,Clairegoutte,70200,47.6629767,6.62099807,122
Collection de l'Escale à jeux,CulturalSite,Sologny,71960,46.3580848,4.6801945,141
Point de partage des eaux,Landform,Meilly-sur-Rouvres,21320,47.2076867,4.5530852,146
Ebénisterie Chapot,CulturalSite,Mancey,71240,46.5703596,4.8452881,165
Games Factory Chalon,SportsAndLeisurePlace,Chalon-sur-Saône,71100,46.7875242,4.86667582,133
Eglise Saint-Ferréol de Saint-Fargeau,CulturalSite,Saint-Fargeau,89170,47.6403151,3.074025,188
Musée national Magnin,CulturalSite,Dijon,21000,47.3209376,5.04225507,8
Eglise Saint Léger,CulturalSite,Fléty,58170,46.7890941,3.90224416,128
MaNa - Campus Design & Métiers d'art,CulturalSite,Champignelles,89350,47.7660915,3.0758333,173
Bibliothèque municipale,CulturalSite,Arc-et-Senans,25610,47.033553,5.783943,95
"Gaïa Loisirs : Filets Suspendus, Sentier Ludik', Explor Games, Trottinette ElectriK's, Nuits perchées, Guinguette",SportsAndLeisurePlace,Lamoura,39310,46.399287,5.94933311,94
Le circuit des fontaines,SportsAndLeisurePlace,Besançon,25000,47.24256,6.02111,35
Maison forte de Montbozon,CulturalSite,Montbozon,70230,47.467756,6.258233,33
La Maison Royale,CulturalSite,Pesmes,70140,47.27925,5.56723,116
ESI Evasions Nordiques,SportsAndLeisurePlace,Longevilles-Mont-d'Or,25370,46.774605,6.3539151,64
Réservoir du lac du Bourdon,Landform,Saint-Fargeau,89170,47.6083007,3.11967992,188
Manufacture de Digoin 1875,CulturalSite,Digoin,71160,46.4848011,3.98922166,145
Beffroi de Saint-Fargeau,CulturalSite,Saint-Fargeau,89170,47.64021,3.07205,188
Belvédère Saint-Jean,Landform,Château-Chalon,39210,46.75584,5.6276,91
Belvédère la Cendrée,Landform,Charquemont,25140,47.185528,6.84296627,37
Basilique Saint-Pierre,CulturalSite,Luxeuil-les-Bains,70300,47.8168916,6.3810865,119
La Chapellle d'Avigny,CulturalSite,Mailly-la-Ville,89270,47.5819428,3.70712667,169
Lac C.2.B.,SportsAndLeisurePlace,Pierre-de-Bresse,71270,46.9016006,5.25605379,26
Ecurie les grands essarts,SportsAndLeisurePlace,Hérimoncourt,25310,47.4304098,6.87947988,48
Port de la Mercantine,SportsAndLeisurePlace,Maisod,39260,46.4638541,5.68819999,88
Grottes de Blanot,Landform,Blanot,71250,46.47915,4.747033,141
Bourg médiéval - Buxy,CulturalSite,Buxy,71390,46.7135758,4.69537515,131
Vue panoramique de Mont,Landform,Saint-Honoré-les-Bains,58360,46.8952919,3.87996819,128
Mont-Rivel,Landform,Champagnole,39300,46.7476,5.90752,80
Musée Auguste Grasset,CulturalSite,Varzy,58210,47.3591003,3.38521003,98
Burgundy Wine School®,SportsAndLeisurePlace,Beaune,21200,47.0247766,4.8421361,3
Espace d'Artagnan,CulturalSite,Sainte-Croix-en-Bresse,71470,46.5728439,5.24517996,150
"Balade, découverte et dégustation dans un Clos Bourguignon : le Clos de la Belle Châtelaine",SportsAndLeisurePlace,Beaune,21200,47.042816,4.809729,3
Métabief Equitation,SportsAndLeisurePlace,Métabief,25370,46.7635087,6.34487271,64
Lavoir de Châtellenot,CulturalSite,Châtellenot,21320,47.23587,4.48785,146
Camping Le Hameau des Champs - Location de vélos,SportsAndLeisurePlace,Cormatin,71460,46.5482933,4.6829412,141
Piscine,SportsAndLeisurePlace,Chaux-des-Crotenay,39150,46.6623968,5.96179962,80
Encadrement Air Kayak | Akila,SportsAndLeisurePlace,Ornans,25290,47.1040978,6.16279631,61
Le Carnaval baroque,Landform,Dijon,21000,47.3281152,5.05248729,8
Le parcours sauvage,SportsAndLeisurePlace,La Celle-en-Morvan,71400,46.9772108,4.2145706,126
Horizons Jura,SportsAndLeisurePlace,Métabief,25240,46.7133409,6.1940753,64
Arboretum de Vignoles,CulturalSite,Vignoles,21200,47.029819,4.888729,3
Porte de la Poterne,CulturalSite,Deux Rivières,89460,47.6843795,3.69062036,168
CPIE du Haut Doubs,SportsAndLeisurePlace,La Rivière-Drugeon,25560,46.8668522,6.2148081,73
Jardins aquatiques ACORUS,CulturalSite,Autoreille,70700,47.368363,5.80765265,39
Horloge Astronomique,CulturalSite,Besançon,25000,47.2336737,6.03101134,35
Haras National de Cluny,CulturalSite,Cluny,71250,46.4352136,4.65910165,141
"Emmanuelle FLOCH. ""Boolette Créations""",CulturalSite,Rigny,70100,47.46984,5.62381,116
Site d'escalade des 3 Commères,SportsAndLeisurePlace,Morbier,39400,46.543074,6.02788483,90
ENS - La basse Vallée de l'Allan,Landform,Brognard,25600,47.5215418,6.86916579,42
Chapelle Saint-Hermès Saint-Augustin,CulturalSite,Villey-sur-Tille,21120,47.5608412,5.11383917,12
Jacques-Olivier Trompas Photographies,CulturalSite,Treigny-Perreuse-Sainte-Colombe,89520,47.55118,3.18473,188
Kit Super Papi & Super Mamie,SportsAndLeisurePlace,Sens,89100,48.201456,3.282209,186
Cathédrale Saint-Bénigne,CulturalSite,Dijon,21000,47.3215612,5.03416202,8
Vitraux de l'Eglise St Pierre de Préporché,CulturalSite,Préporché,58360,46.9219545,3.85262384,128
Musée d'Art et d'Histoire de Puisaye,CulturalSite,Villiers-Saint-Benoît,89130,47.7802261,3.2075171,188
La besace à fondue,SportsAndLeisurePlace,Prémanon,39220,46.45952,6.04832,92
Cinéma Le Tivoli,SportsAndLeisurePlace,Charolles,71120,46.4350799,4.2731096,137
Site raquettes - La Chaux - Cernay Blanche,SportsAndLeisurePlace,La Chaux,25650,47.01893,6.43177,40
Jurallye-Tour Organisation de Road-Trip automobile,SportsAndLeisurePlace,Prémanon,39220,46.46553,6.0399,92
Atelier Luzycyclette - EBE L'Etabli,SportsAndLeisurePlace,Sémelay,58170,46.79092,3.97382,149
Cascade des Combes,Landform,Saint-Claude,39200,46.4022729,5.87816933,94
Belvédère de la Roche Fendue,Landform,Foncine-le-Haut,39460,46.66384,6.04763031,90
Moulin Taron SARL,CulturalSite,Chaussin,39120,46.9668447,5.4099553,96
Domaine alpin,SportsAndLeisurePlace,Foncine-le-Haut,39460,46.6582537,6.0836409,90
Chemins de Bourgogne - Après-midi en Côte de Nuits,SportsAndLeisurePlace,Dijon,21200,47.0208692,4.83919808,3
Piscine Nauti'Lure,SportsAndLeisurePlace,Lure,70200,47.6849213,6.5040224,118
Canoë Club Nivernais,SportsAndLeisurePlace,Nevers,58000,46.9857844,3.16570746,108
Les tourbières du bief de Nanchez,Landform,Nanchez,39150,46.5129498,5.84869795,94
Parc des Lauriers,SportsAndLeisurePlace,Fragnes-La Loyère,71530,46.833522,4.846589,134
Port du Meix,SportsAndLeisurePlace,La Tour-du-Meix,39270,46.519564,5.67301043,88
Jolyot Jérôme,CulturalSite,Pointre,39290,47.22483,5.50096,2
Visite guidée d'Ornans,SportsAndLeisurePlace,Ornans,25290,47.10636,6.14688,61
SPA 5 places / Espace détente & beauté,SportsAndLeisurePlace,Pouilly-en-Auxois,21320,47.2625,4.55548,146
Atelier du Crocodile Bleu,CulturalSite,Moutiers-Saint-Jean,21500,47.56075,4.20818,24
Cinéma Municipal Casino,SportsAndLeisurePlace,Clamecy,58500,47.4580911,3.5154486,98
Atelier « c’est vous le brasseur »,SportsAndLeisurePlace,Beaune,21200,47.010338,4.85525599,3
Usine de Montzeron,CulturalSite,Toutry,21460,47.4906428,4.12387928,24
Belvédère de Mandeure,Landform,Mandeure,25350,47.4308538,6.7956717,54
Aéronautique du Nivernais,SportsAndLeisurePlace,Marzy,58180,46.9985008,3.11006999,107
Dégustation Les essentiels,SportsAndLeisurePlace,Pierreclos,71960,46.33042,4.68566,136
Reculée des Planches et cascade des Tufs,Landform,Les Planches-près-Arbois,39600,46.8753599,5.80555848,79
Les cycles des mille étangs,SportsAndLeisurePlace,Mélisey,70270,47.753847,6.575576,122
Compagnie Ciconia Théâtre,SportsAndLeisurePlace,Besançon,25000,47.23844,6.02911,35
Le Complexe de Gevrey,SportsAndLeisurePlace,Gevrey-Chambertin,21220,47.2235874,4.9914622,11
Eglise Saint-Barbe,CulturalSite,Gergueil,21410,47.2401819,4.81735422,11
Olivier Leflaive - Les visites,SportsAndLeisurePlace,Puligny-Montrachet,21190,46.9465069,4.7537826,132
Golf de Montceau-les-Mines,SportsAndLeisurePlace,Montceau-les-Mines,71300,46.6829768,4.35820468,152
La ferme bress'âne,SportsAndLeisurePlace,Commenailles,39140,46.79025,5.42971,89
Château de Trélague,CulturalSite,La Tagnière,71190,46.7839288,4.2177281,162
Ateliers Pierre de Bourgogne,CulturalSite,Baigneux-les-Juifs,21450,47.59846,4.649319,29
Visite et dégustation au Domaine Debray,SportsAndLeisurePlace,Beaune,21200,47.0198933,4.8367384,3
La Perce-Muraille,CulturalSite,Saint-Père,89450,47.47182,3.77646,169
ESF Bellefontaine,SportsAndLeisurePlace,Bellefontaine,39400,46.5575054,6.06967129,90
Cycles du château d'eau,SportsAndLeisurePlace,Champagnole,39300,46.74321,5.91122,80
Chapelle du Pontet,CulturalSite,Anglure-sous-Dun,71170,46.232064,4.361285,139
Brode et Bobine,CulturalSite,Millery,21140,47.504947,4.3301646,24
Château de Digoine,CulturalSite,Palinges,71430,46.531447,4.212687,140
Ecurie les Rouillons,SportsAndLeisurePlace,Fouchères,89150,48.1840421,3.1443898,180
Cinéma Le Morvan,SportsAndLeisurePlace,Le Creusot,71200,46.8057486,4.4200506,143
L'Académie des Bienséances,SportsAndLeisurePlace,Nevers,58000,47.00542,3.15244,108
Les écuries de Messey,SportsAndLeisurePlace,Messey-sur-Grosne,71390,46.662623,4.746346,131
Château de Saint-Point - Lamartine,CulturalSite,Saint-Point,71520,46.343141,4.614443,141
Atelier de Poterie,CulturalSite,Asnan,58420,47.3093986,3.55422997,98
Association Culturelle Châtillonnaise,SportsAndLeisurePlace,Châtillon-sur-Seine,21400,47.8604478,4.5735784,5
Eglise Saint-Julien,CulturalSite,Laizy,71190,46.9072544,4.200041,126
Tennis club sanclaudien,SportsAndLeisurePlace,Saint-Claude,39200,46.3765616,5.87225024,94
Médiathèque intercommunale,CulturalSite,Sellières,39230,46.8273451,5.5625445,91
Hélène Carron - Artiste peintre,CulturalSite,Saint-Gengoux-le-National,71460,46.6142653,4.66385812,131
Cours Saint-Mauris,CulturalSite,Dole,39100,47.0945303,5.49716591,83
Village de Sainte-Colombe-en-Auxois,CulturalSite,Sainte-Colombe-en-Auxois,21350,47.4280625,4.4583963,29
Église St Marcel,CulturalSite,Marcheseuil,21430,47.1452772,4.3481833,22
La Flèche Noironnaise,SportsAndLeisurePlace,Noiron-sur-Seine,21400,47.94695,4.485,5
Atelier de réparation de vélos,SportsAndLeisurePlace,Clamecy,58500,47.463503,3.5200372,98
San-Forma/Sports Animations Numériques Formations,SportsAndLeisurePlace,Les Rousses,39220,46.487275,6.064371,92
Location Voile Radio Commandée,SportsAndLeisurePlace,Bazolles,58110,47.1622775,3.6148613,106
Vu d'en Haut,SportsAndLeisurePlace,La Pesse,39370,46.289486,5.85991859,94
Moulin à vent Les éventées,CulturalSite,Saint-Pierre-le-Moûtier,58240,46.8026008,3.12314009,107
Galerie Bernard Thévenet,CulturalSite,Charolles,71120,46.4354799,4.27518438,137
Canoë Kayak Dole,SportsAndLeisurePlace,Dole,39100,47.080467,5.48468658,83
Eglise romane Saint-Jean-Baptiste,CulturalSite,Chassignelles,89160,47.759439,4.176753,15
Le vieux saule - Bien être,SportsAndLeisurePlace,Saints-en-Puisaye,89520,47.6202376,3.26310603,188
Les Belles Fontaines en Fête,SportsAndLeisurePlace,Combeaufontaine,70120,47.70827,5.88681,120
Mont-Calvaire de Sombacour,CulturalSite,Bians-les-Usiers,25520,46.9486743,6.2609354,73
Le Cellier Armand Heitz - Caveau de Dégustation,SportsAndLeisurePlace,Pommard,21630,47.00891,4.7939,3
Lac de Bellefontaine,Landform,Bellefontaine,39400,46.5722816,6.08893177,90
La Batterie des Roches,CulturalSite,Pont-de-Roide-Vermondans,25150,47.3737748,6.77990172,63
Château de Moncley,CulturalSite,Moncley,25170,47.3117121,5.88775127,65
Flaveurs et Chefs,SportsAndLeisurePlace,Beaune,21200,47.0224598,4.8401805,3
Centre aquatique Amphitrite,SportsAndLeisurePlace,Montbard,21500,47.6318867,4.33256373,15
Église Notre-Dame,CulturalSite,Gourdon,71300,46.6415061,4.44656992,160
Clos de la Belle Chatelaine : Visite du clos et dégustation de 2 vins et crème de cassis,SportsAndLeisurePlace,Beaune,21200,47.04286,4.80951,3
Espace musée Sainte-Madeleine,CulturalSite,Besançon,25000,47.2401569,6.01954221,35
Musée d'Art et d'Histoire,CulturalSite,Auxerre,89000,47.8007902,3.5721658,168
Le Cheval Blanc,SportsAndLeisurePlace,Alise-Sainte-Reine,21150,47.5365562,4.4901313,29
Eglise Saint-Martin,CulturalSite,Gissey-sur-Ouche,21410,47.2638803,4.76964865,11
Village de Meursault,CulturalSite,Meursault,21190,46.9781675,4.7699404,132
Synagogue de Chablis,CulturalSite,Chablis,89800,47.8141141,3.80109289,171
Site de pêche - Étang des Sources,SportsAndLeisurePlace,Saint-Honoré-les-Bains,58360,46.904523,3.8237273,128
Domaine Saône Valley,SportsAndLeisurePlace,Traves,70360,47.6139817,5.9747047,120
Besançon à l'heure de l'apéritif,SportsAndLeisurePlace,Besançon,25000,47.23475,6.02928,35
Église fortifiée de Pichanges,CulturalSite,Pichanges,21120,47.46173,5.14976,12
Metaldart,CulturalSite,Vitteaux,21350,47.3989732,4.54449119,29
Escape Game : BUREAU 401,SportsAndLeisurePlace,Grand-Charmont,25200,47.520632,6.8244527,47
Sellerie du Rousset,CulturalSite,Le Rousset-Marizy,71220,46.587087,4.447506,160
Lavoir du Chemin des Sanguinots,CulturalSite,Courgis,89800,47.7768576,3.75436037,171
Artisanat sur corne,CulturalSite,Saint-Claude,39200,46.3871514,5.8648207,94
Auto rétro des sapins,SportsAndLeisurePlace,Cogna,39130,46.5801365,5.754341,88
Le Jardin des Îles,CulturalSite,Éternoz,25330,47.00751,6.029552,51
La Filature de Ronchamp,CulturalSite,Ronchamp,70250,47.7004508,6.63907601,122
Eglise Notre-Dame et Saint-Roch,CulturalSite,Vaux-en-Pré,71460,46.6276754,4.5991579,131
Fug Game - Live escape Besançon - Essais cliniques,SportsAndLeisurePlace,Besançon,25000,47.2347997,6.02117211,35
La Maison Cordienne,CulturalSite,Jussey,70500,47.82453,5.90126,120
Mer de pierres - Curiosité géologique,Landform,Collonge-en-Charollais,71460,46.6518837,4.5340776,153
Outdoor Activities,SportsAndLeisurePlace,Clairvaux-les-Lacs,39130,46.56742,5.75199,88
Ancienne chapelle Saint-Odilon,CulturalSite,Cluny,71250,46.4302766,4.65394416,141
Eglise de Curbigny,CulturalSite,Curbigny,71800,46.309298,4.311896,139
Fonderie de cloches Ch. Obertino,CulturalSite,Labergement-Sainte-Marie,25160,46.7704571,6.2794429,64
Cinéma L'étoile,SportsAndLeisurePlace,Saulieu,21210,47.28051,4.23001,22
Maison des Vieux Métiers,CulturalSite,Châtenay,71800,46.2918796,4.3840707,139
Salle Guenebaut,SportsAndLeisurePlace,Darcey,21150,47.55006,4.57076,29
"Balade en calèche des lacs, aux montagnes !",SportsAndLeisurePlace,Saint-Germain-en-Montagne,39300,46.77934,5.9372,80
Le mystère du blason perdu,SportsAndLeisurePlace,Beaune,21200,47.02603,4.840004,3
La cascade de Vaux,Landform,Ornans,25580,47.108207,6.231073,61
Château de Balleure SAS,SportsAndLeisurePlace,Étrigny,71240,46.578577,4.8004609,163
Horloges Comtoises Converset Sébastien,CulturalSite,Héricourt,70400,47.57894,6.75488247,117
Faudesteuil,CulturalSite,Mantry,39230,46.78578,5.56287,87
Atelier Athena,CulturalSite,Nevers,58000,46.9892997,3.16269993,108
Étang de la Grande Chaussée,Landform,La Lanterne-et-les-Armonts,70270,47.7960011,6.54562752,118
Loca Concept Esplanade,SportsAndLeisurePlace,Mâcon,71000,46.3016304,4.8321645,151
Lavoir des Chavannes,CulturalSite,Montceau-les-Mines,71300,46.6592407,4.3462601,160
La cabane Art Crea,CulturalSite,Rioz,70190,47.4236354,6.06988605,121
