ville1,ville2,distance,id_liaison
1,7,7.655373105649298,1
1,8,17.37067536105826,2
1,9,19.0265873974332,3
1,10,11.869063759515672,4
1,13,15.590329824522398,5
1,16,11.721156032846526,6
1,20,8.97247575657329,7
1,21,11.946669132316853,8
1,25,11.409716997332968,9
1,28,7.097237886515019,10
2,10,19.37392291109015,11
2,82,13.601923279865133,12
2,83,16.526088368523556,13
2,84,14.583880393493997,14
2,96,17.824507736811018,15
3,17,17.571087245806698,16
3,132,15.853640334556523,17
4,10,11.787863665360085,18
4,26,17.320094061774768,19
6,7,13.484921171854301,20
6,8,3.749666062074846,21
6,9,5.3792373911687505,22
6,11,9.304746295548915,23
6,13,5.544585733652899,24
6,14,4.101112272741499,25
6,16,10.302072902435942,26
6,17,18.957434521396973,27
6,18,3.5085000676747846,28
6,19,7.021343474812145,29
6,20,11.37582501262514,30
6,21,8.728699519465055,31
6,25,9.709098454912318,32
6,27,4.561621757448322,33
6,28,13.807214583136135,34
7,8,11.344088007837039,35
7,9,13.76088249888173,36
7,10,11.606507217549208,37
7,13,8.284160666755632,38
7,14,16.66191788382086,39
7,16,4.066999334201116,40
7,18,14.955927671028151,41
7,19,18.838336717645678,42
7,20,2.688845427520222,43
7,21,6.784719169683774,44
7,25,3.927772682233048,45
7,27,15.137061951811672,46
7,28,5.32327941810012,47
8,9,3.037676011811254,48
8,11,13.041768859837335,49
8,13,5.157822836950248,50
8,14,7.84625458508125,51
8,16,9.074962003327803,52
8,18,7.106593814814709,53
8,19,7.5131887191178715,54
8,20,8.872298438650516,55
8,21,5.459541834766769,56
8,25,8.08001873822413,57
8,27,3.847297992721833,58
8,28,10.561549917127623,59
9,11,14.291053116663152,60
9,13,8.195424796730645,61
9,14,8.998028944366807,62
9,16,11.937115922821521,63
9,18,8.857369236711774,64
9,19,5.382234985478172,65
9,20,11.143563243566067,66
9,21,7.22933389706746,67
9,25,10.84476173119581,68
9,27,1.975643232215942,69
9,28,11.966327593699807,70
10,13,18.166952616196344,71
10,16,13.484368251507572,72
10,20,14.29076923102272,73
10,21,18.378918618587143,74
10,25,14.368524055480503,75
10,28,15.880778147815468,76
11,13,12.379710068617088,77
11,14,5.302594062728126,78
11,16,16.42940550456662,79
11,17,10.007105216038136,80
11,18,6.062717115019473,81
11,19,12.865782284363064,82
11,20,19.03996999692949,83
11,21,17.492632604925898,84
11,25,16.522324546360842,85
11,27,12.791571276336718,86
12,23,10.7614267635307,87
12,28,19.350184966165592,88
13,14,8.37840625387446,89
13,16,4.778180976625038,90
13,18,6.688636544835429,91
13,19,12.040347327423317,92
13,20,6.663055758122489,93
13,21,5.865376282353426,94
13,25,4.367075678067106,95
13,27,8.683251088989199,96
13,28,10.049017114851322,97
14,16,13.009374955273747,98
14,17,15.195933193228187,99
14,18,1.8899658836836628,100
14,19,8.353596157260165,101
14,20,14.86645656520191,102
14,21,12.681960499810156,103
14,25,12.744147345037192,104
14,27,7.580657911799579,105
14,28,17.676683998586824,106
15,24,14.763023008209602,107
15,29,15.847842897018387,108
16,18,11.21660889705255,109
16,19,16.4673043589187,110
16,20,3.9193863994048983,111
16,21,6.38709422004412,112
16,25,1.3436241493595376,113
16,27,12.895948730968739,114
16,28,7.9452365883776315,115
17,18,15.476521514442842,116
18,19,9.327118552801231,117
18,20,13.288759726987207,118
18,21,11.44595808299594,119
18,25,11.028470311025734,120
18,27,7.788838663995067,121
18,28,16.310957767912566,122
19,20,16.306529964065785,123
19,21,12.541247246642314,124
19,25,15.55661094306273,125
19,27,3.7074792123348796,126
19,28,17.348518256443022,127
20,21,4.096144239370764,128
20,25,2.9261452421729985,129
20,27,12.599050841011437,130
20,28,4.030009227253822,131
21,25,5.045681515397357,132
21,27,8.867063653164637,133
21,28,5.118050407457284,134
24,29,15.118694006369616,135
25,27,11.92580164382115,136
25,28,6.921156115626006,137
27,28,13.766552527909576,138
30,32,8.054603355353358,139
30,34,12.461916464634474,140
30,36,7.705469099213283,141
30,42,4.194206083986483,142
30,43,2.5635069344278123,143
30,44,8.056969533479522,144
30,47,5.63853171543334,145
30,48,5.895885287226376,146
30,53,4.800424351732346,147
30,54,7.73060723461103,148
30,56,5.95030947553931,149
30,63,12.816427250164976,150
30,70,2.7376483362826325,151
30,71,4.429552884696152,152
30,75,1.4461505961746344,153
30,76,5.124978098252306,154
30,78,7.480822631586586,155
30,117,14.193198968444387,156
30,191,15.703916913767014,157
30,192,9.726984869021614,158
30,193,18.225292484826284,159
30,194,8.975018754173233,160
30,195,15.485287463897938,161
30,196,17.71373487625004,162
30,197,17.47318036030324,163
30,200,16.44169476955089,164
31,35,8.23224104799763,165
31,38,12.58261695886561,166
31,39,8.749287023840806,167
31,41,7.865160714572003,168
31,46,5.8206305434087175,169
31,50,11.02020409286231,170
31,55,9.011936415546723,171
31,57,5.2920506411997446,172
31,62,6.758960209232801,173
31,65,6.978057974990933,174
31,66,18.434466790409513,175
31,68,17.314840058624643,176
31,69,16.994881083572363,177
31,72,15.719175758071758,178
32,34,4.703785776485682,179
32,36,5.633138391228464,180
32,42,10.539884094267904,181
32,43,7.615292224917302,182
32,44,14.542755435560062,183
32,47,7.068283244929572,184
32,48,13.532518540451393,185
32,53,6.061052212025643,186
32,54,6.363597900685258,187
32,56,3.8809931675760767,188
32,63,11.870442357343931,189
32,70,10.570954102762698,190
32,71,7.15170719802468,191
32,75,7.5286619555248855,192
32,76,8.422491727583022,193
32,78,2.034168171867291,194
32,117,9.083394176006854,195
32,191,15.575113736215604,196
32,192,17.517082430566273,197
32,193,19.00312916561411,198
32,194,11.41961337483356,199
32,195,17.133182983111837,200
32,197,16.334910288065245,201
34,36,9.715432487126469,202
34,42,15.233469008173765,203
34,43,12.29669868934398,204
34,44,19.246525742088515,205
34,47,11.640577405728024,206
34,48,17.494143806610438,207
34,49,16.459191973514884,208
34,53,9.24957108609082,209
34,54,7.962747472168426,210
34,56,8.469225894066653,211
34,63,11.733413181962412,212
34,70,14.760338061012666,213
34,71,11.830983406405341,214
34,75,11.679104283632217,215
34,76,13.075749614758402,216
34,78,5.05275245709906,217
34,117,10.515320975998149,218
34,191,18.929060370912044,219
34,194,15.789183903644105,220
34,197,19.21130483579555,221
35,38,7.232325613587592,222
35,39,15.212234698968857,223
35,41,5.734650231451126,224
35,46,11.344203402560852,225
35,50,8.582184752617865,226
35,55,7.482340783104832,227
35,57,13.504954924680591,228
35,62,6.857052763611164,229
35,65,10.120053334407341,230
35,66,10.39765693297527,231
35,69,10.382901411472341,232
35,72,7.48696914521855,233
36,42,7.637979285902603,234
36,43,5.608111616121374,235
36,44,10.873053645200113,236
36,47,2.859597642066299,237
36,48,13.510928544468316,238
36,53,9.104554739362635,239
36,54,10.848612792314572,240
36,56,2.4552632336337727,241
36,63,16.726419189718268,242
36,70,10.373703092713114,243
36,71,3.8705997575252953,244
36,75,8.213487651360722,245
36,76,4.492186091384555,246
36,78,7.162039931836285,247
36,117,6.559946975527954,248
36,191,10.080210508714638,249
36,192,15.002593236887932,250
36,193,13.41941075433488,251
36,194,6.123995387010823,252
36,195,11.501980002748882,253
36,197,11.135792001351684,254
36,198,15.794546203312729,255
36,200,19.528071528099286,256
36,201,16.81404426617056,257
36,202,15.412243058264819,258
37,52,4.906462568956188,259
37,63,19.806294313817258,260
37,67,11.880546722656838,261
38,39,15.845333539571664,262
38,41,4.952033239249359,263
38,46,12.263006039428117,264
38,50,3.901035950296535,265
38,55,4.909738260876624,266
38,57,17.01313405538,267
38,62,6.674449148047738,268
38,65,9.702269741806559,269
38,66,12.455846407370508,270
38,69,15.319699069543837,271
38,72,8.602780749909943,272
38,121,14.793396231191611,273
39,41,11.300555566715259,274
39,46,3.9014250332444975,275
39,50,12.40283197006806,276
39,55,10.938315990225927,277
39,57,6.390439805132681,278
39,62,9.4521189803866,279
39,65,6.143065059450141,280
39,68,10.008736506299847,281
40,64,2.594917699420764,282
40,73,9.818659673799754,283
41,46,7.526769134004714,284
41,50,3.4618511026803755,285
41,55,1.8082450520206668,286
41,57,12.06785552397682,287
41,62,1.8511564371187548,288
41,65,5.301827021542732,289
41,66,14.805923322197156,290
41,69,15.950919804401472,291
41,72,11.160276387048269,292
41,121,19.721903376654524,293
42,43,2.952099852039376,294
42,44,4.112654987498822,295
42,47,4.789732265579996,296
42,48,7.435963176475693,297
42,53,8.903298940537974,298
42,54,11.799111995602217,299
42,56,7.148225561456675,300
42,63,17.010606431842824,301
42,70,5.076554664840795,302
42,71,3.8487496737428923,303
42,75,5.640142964903249,304
42,76,3.248796370751965,305
42,78,10.652424328871199,306
42,117,13.980232407221047,307
42,191,12.829161860444383,308
42,192,7.387092100309876,309
42,193,14.840117636382622,310
42,194,5.798862021511911,311
42,195,11.92852877014331,312
42,196,14.856784042162513,313
42,197,14.906570026609694,314
42,198,19.96005081705192,315
42,200,12.912190030444137,316
42,201,17.341177250652546,317
42,202,17.73577803828616,318
43,44,7.04364891495468,319
43,47,3.174936121657577,320
43,48,7.975908894495349,321
43,53,6.461433115411335,322
43,54,9.232155152400265,323
43,56,4.46503217007136,324
43,63,14.75969615480539,325
43,70,4.911910268023922,326
43,71,1.937114359119339,327
43,75,3.7263222952811375,328
43,76,2.579776675615117,329
43,78,7.712096682140277,330
43,117,12.16727853052833,331
43,191,13.145216284025395,332
43,192,10.02171790937244,333
43,193,15.726716083157944,334
43,194,6.503569691976583,335
43,195,13.047072032338967,336
43,196,17.718248721975073,337
43,197,14.912594975780799,338
43,198,19.922842708546018,339
43,200,15.864264063672891,340
43,201,18.609443677478144,341
43,202,18.375110096170367,342
44,47,8.097471694835018,343
44,48,9.071799121441222,344
44,53,12.854682937346924,345
44,54,15.78023897372134,346
44,56,10.948709254643138,347
44,70,7.940900741442745,348
44,71,7.516902206796452,349
44,75,9.472571205313017,350
44,76,6.45627343805717,351
44,78,14.755397650171206,352
44,117,16.62581398138482,353
44,191,12.873313325853426,354
44,192,5.033056333866426,355
44,193,13.900008027642077,356
44,194,6.569334706399801,357
44,195,10.863571422135667,358
44,196,11.246673957910566,359
44,197,15.22536869195141,360
44,200,8.877625461676518,361
44,201,15.687801303647879,362
44,202,17.003957191718133,363
45,58,4.693625765990364,364
45,59,3.7780631173250927,365
45,60,12.995646079191443,366
45,67,14.509184296399624,367
45,77,4.893656930848689,368
46,50,9.137577852694367,369
46,55,7.4313446389596445,370
46,57,6.175961018589559,371
46,62,5.67970989901342,372
46,65,2.8333679657729727,373
46,68,13.834153979822624,374
46,72,18.2471139974382,375
47,48,11.126282368159238,376
47,53,8.438878812396505,377
47,54,10.788187922192847,378
47,56,3.189886959069146,379
47,63,16.624118979964187,380
47,70,8.086325678577765,381
47,71,1.2384971945733925,382
47,75,6.536852809460506,383
47,76,1.650743777713993,384
47,78,7.986941312858549,385
47,117,9.242988054125115,386
47,191,10.366253368852792,387
47,192,12.143489986674007,388
47,193,13.269414624684636,389
47,194,4.538985743785851,390
47,195,10.860997632275769,391
47,196,19.31225051377297,392
47,197,11.94598709913043,393
47,198,16.899099174553434,394
47,200,16.86440100574819,395
47,201,16.405287774695626,396
47,202,15.700298520248268,397
48,53,8.397175329367178,398
48,54,10.79954657184328,399
48,56,11.845515889490857,400
48,63,13.807921231614285,401
48,70,3.1604821566149193,402
48,71,9.89218474442551,403
48,75,6.014849558222828,404
48,76,10.097549749443225,405
48,78,12.463073343891251,406
48,192,7.290386373143702,407
48,194,13.234653007463166,408
48,195,19.200929380614518,409
48,196,14.785495739296797,410
48,200,14.928102706683445,411
50,55,2.0124819037554267,412
50,57,14.610207142666434,413
50,62,4.2836771936064615,414
50,65,6.362403024070481,415
50,66,16.024371435861354,416
50,69,18.174367972923328,417
50,72,12.182431472453906,418
50,121,17.53367898498369,419
51,61,17.05923027628544,420
51,73,16.970672924303134,421
52,63,15.026363479881242,422
52,67,12.85486068317208,423
53,54,2.932358011162201,424
53,56,6.6661051626398775,425
53,63,8.313192319721662,426
53,70,6.0988307051958515,427
53,71,7.595502784633327,428
53,75,3.426274559996372,429
53,76,8.78076394211273,430
53,78,4.4207212772331195,431
53,117,14.585157194441893,432
53,191,18.74089131427578,433
53,192,14.127643845029883,434
53,194,12.72447549586753,435
53,195,19.229768401379,436
54,56,8.423307252172977,437
54,63,5.893614170603252,438
54,70,8.873247261567293,439
54,71,10.118814597011234,440
54,75,6.3555680678248665,441
54,76,11.382651975533408,442
54,78,4.333380128083379,443
54,117,15.434212705447763,444
54,192,16.95980453207774,445
54,194,15.2419704327104,446
55,57,12.669564792544532,447
55,62,2.2720789133056427,448
55,65,4.796245028642295,449
55,66,16.04932999241196,450
55,69,17.56599607311106,451
55,72,12.295098016767131,452
55,121,19.27971726395822,453
56,63,14.31241327589115,454
56,70,8.687894219663,455
56,71,3.433452369472513,456
56,75,6.148968757872124,457
56,76,4.618462435270045,458
56,78,4.988544768482434,459
56,117,8.374968630019804,460
56,191,12.42750914387458,461
56,192,14.44936875662763,462
56,193,15.666242982243983,463
56,194,7.580305166258051,464
56,195,13.55042929328232,465
56,197,13.575322953012524,466
56,198,18.249233015341005,467
56,200,19.81190924378216,468
56,201,18.98474252222142,469
56,202,17.783536602473813,470
57,62,10.481569277948344,471
57,65,8.812404968803289,472
57,68,12.576962160597358,473
58,59,2.340524714456397,474
58,60,14.130771992242211,475
58,67,18.812373467385516,476
58,77,6.779324699251966,477
59,60,11.86832703597659,478
59,67,18.2840669626272,479
59,77,7.516240838805762,480
60,74,19.968414709338674,481
60,77,17.880223766440537,482
61,66,19.117246861526898,483
61,69,13.477321283626475,484
62,65,3.5190534292549214,485
62,66,16.46735340597162,486
62,68,19.45798422395245,487
62,69,17.231119683529684,488
62,72,12.894294648075523,489
63,70,13.03651727213782,490
63,71,15.873068194391681,491
63,75,11.370480387424289,492
63,76,17.086404863459208,493
63,78,9.88070927638719,494
64,73,11.404062797317644,495
65,66,19.973336571635084,496
65,68,16.12304600988063,497
65,72,16.413317859555338,498
66,69,5.690129979583706,499
66,72,3.85660141387337,500
66,121,17.200166014203397,501
67,77,13.040391153667054,502
69,72,7.770027044595755,503
70,71,6.847928243884554,504
70,75,3.0834396644614874,505
70,76,7.221262051020833,506
70,78,9.709207755167624,507
70,117,16.89787903409006,508
70,191,17.67156257995647,509
70,192,8.096336927899118,510
70,193,19.878832406224706,511
70,194,10.706041194115064,512
70,195,16.994671436937075,513
70,196,16.08468900331836,514
70,197,19.60244138364107,515
70,200,15.40247986122796,516
71,75,5.40649933298466,517
71,76,1.332376340178059,518
71,78,7.758928427329775,519
71,117,10.37855193534943,520
71,191,11.409693177785696,521
71,192,11.234173708957508,522
71,193,14.173307048077637,523
71,194,5.138067540292359,524
71,195,11.635993255472311,525
