ville1,ville2,distance,id_liaison
1,2,22.39412550210412,1
1,3,44.336521188851634,2
1,4,23.34556253107425,3
1,6,14.291429240675875,4
1,7,6.226582481717693,5
1,8,11.906131487602801,6
1,9,12.8922642708784,7
1,10,11.65454173900677,8
1,11,21.277354962886818,9
1,12,20.78690732370145,10
1,13,11.630603918424177,11
1,14,17.302640312533523,12
1,16,9.49419940147256,13
1,17,29.249663964006874,14
1,18,16.40862669899234,15
1,19,16.536621830744153,16
1,20,6.535258134628577,17
1,21,8.139584620752244,18
1,23,27.18370098212086,19
1,25,8.830957624281432,20
1,26,38.905387589245585,21
1,27,14.096276824160082,22
1,28,4.828277508828434,23
1,29,59.37046017649533,24
1,39,54.466301841857764,25
1,46,56.71427155268802,26
1,50,59.13312239094299,27
1,55,59.17324454611241,28
1,57,58.40011437400742,29
1,62,59.23725328682619,30
1,65,57.03007128001838,31
1,68,50.23168333275868,32
1,82,34.43036692679825,33
1,83,36.37007602018316,34
1,84,35.47135760260903,35
1,96,38.08182528664428,36
1,112,31.99224816852844,37
1,116,32.22147142413892,38
1,132,58.47678399505422,39
1,147,55.28074618387316,40
2,3,45.58063888829486,41
2,4,14.531971030309323,42
2,6,30.414649319639732,43
2,7,22.54724942099185,44
2,8,30.20568484985129,45
2,9,32.48117891777307,46
2,10,13.71565935588411,47
2,11,31.89886422953755,48
2,12,42.10335311851206,49
2,13,26.551831163821223,50
2,14,31.243337309394388,51
2,16,23.403719887642293,52
2,17,33.65460461966815,53
2,18,29.932401473294203,54
2,19,35.53003015365177,55
2,20,24.618483671016133,56
2,21,27.768022887616734,57
2,23,46.460690550778146,58
2,25,24.230999439482378,59
2,26,28.69066252439124,60
2,27,33.02826753212993,61
2,28,26.22712618459638,62
2,31,43.639951134293625,63
2,35,48.4796129909151,64
2,38,48.3503038543196,65
2,39,38.08865428024009,66
2,41,45.56744256049478,67
2,46,40.732702124445744,68
2,50,45.6493511345498,69
2,55,45.011689048350135,70
2,57,40.55349391964652,71
2,61,57.876299347110596,72
2,62,44.33164861313085,73
2,65,41.90875399963363,74
2,66,55.55324133304568,75
2,68,31.999801138609165,76
2,69,55.14152923136399,77
2,72,53.22030455837757,78
2,79,43.754301482173275,79
2,82,13.524104492042648,80
2,83,14.024850583694658,81
2,84,13.595392049814656,82
2,87,59.326793883173046,83
2,89,58.48736612688822,84
2,91,46.74966643740833,85
2,95,46.559168693562434,86
2,96,17.85979200531425,87
2,112,32.77071226519365,88
2,116,31.93039509796995,89
2,121,57.47926908510719,90
2,132,57.4862240984493,91
2,134,59.04272871488591,92
2,144,56.76352216199534,93
2,147,48.718060492568966,94
2,158,59.67282924531854,95
3,4,31.069902396401858,96
3,6,32.980989446910435,97
3,7,38.13480351239044,98
3,8,36.3086126329866,99
3,9,38.09212360896956,100
3,10,37.56222769640482,101
3,11,24.435267151946782,102
3,12,59.21832174953786,103
3,13,33.54015159126493,104
3,14,29.457089512988702,105
3,16,34.8956861873315,106
3,17,15.114439058548742,107
3,18,29.626792816374014,108
3,19,36.687070208582135,109
3,20,38.43263575712663,110
3,21,39.03216628424719,111
3,22,54.26781160939178,112
3,25,35.76290307243148,113
3,26,23.426487827068264,114
3,27,36.78790317767235,115
3,28,42.1498890794545,116
3,82,43.65940765728776,117
3,83,50.265354954357385,118
3,84,46.97035324154654,119
3,96,42.7103624767938,120
3,126,41.59545064725068,121
3,127,49.76672182496506,122
3,129,49.79437256887052,123
3,130,37.1420401884311,124
3,131,36.38634761056668,125
3,132,14.286683399444861,126
3,133,26.4807768554847,127
3,134,22.70518346590517,128
3,138,26.03538729611941,129
3,143,40.38061199362941,130
3,144,23.2091915498805,131
3,146,25.193715068166856,132
3,147,18.448099879542234,133
3,148,27.82794148980295,134
3,150,52.91527926957334,135
3,152,52.518208423456265,136
3,153,41.741263431119236,137
3,154,34.81682227650547,138
3,157,37.31865722708726,139
3,158,27.968808590932852,140
3,159,28.295092830224867,141
3,160,55.58448347146401,142
3,162,57.55627634889275,143
3,163,42.870834561376306,144
3,164,40.60173965585027,145
3,165,51.80245631576858,146
3,166,34.927222988684086,147
4,6,23.555329956387155,148
4,7,19.583469827852674,149
4,8,24.945138190855545,150
4,9,27.663660114217006,151
4,10,11.833190594840733,152
4,11,21.31331610082135,153
4,12,43.91871850922342,154
4,13,20.329844191818648,155
4,14,22.73861346197422,156
4,16,18.25894676610434,157
4,17,20.10924714714442,158
4,18,21.551526318982297,159
4,19,29.576432496130504,160
4,20,21.444402036450793,161
4,21,24.30761002847596,162
4,23,50.49747645807091,163
4,25,19.53010296137015,164
4,26,16.399990207339076,165
4,27,27.533635049276967,166
4,28,24.800345795637636,167
4,31,57.0958104574198,168
4,39,51.87967445083464,169
4,41,59.680690368387104,170
4,46,54.586394741028315,171
4,50,59.957915036165446,172
4,55,59.21827576551807,173
4,57,53.70926966770931,174
4,62,58.398189898349365,175
4,65,55.96336128542854,176
4,68,45.24468884373342,177
4,79,49.550140282688396,178
4,82,16.261065182973248,179
4,83,21.688939757357094,180
4,84,18.986795605751283,181
4,87,57.38982203139424,182
4,89,56.15911187792631,183
4,91,50.01670521691714,184
4,95,54.534819500284215,185
4,96,18.060009877240507,186
4,112,45.22834185813569,187
4,116,44.65507623984261,188
4,129,54.958665846500935,189
4,132,43.0712182137477,190
4,133,47.76696257178487,191
4,134,45.418403526124806,192
4,138,49.08337379527058,193
4,144,43.45168866834858,194
4,146,55.75868377014984,195
4,147,35.3758162603589,196
4,148,53.1441955372314,197
4,150,56.465030564829,198
4,154,50.27811825943231,199
4,157,51.27486702637021,200
4,158,46.80230736026987,201
4,159,49.84046401207931,202
4,166,53.71283638702277,203
5,12,54.91609132846541,204
5,15,31.255033863080737,205
5,23,54.67147135066471,206
5,24,44.59146899247219,207
5,29,36.18859828362619,208
5,171,58.135346576304656,209
5,187,44.66540691386453,210
6,7,9.158783774529192,211
6,8,3.338627505044919,212
6,9,5.38586526642957,213
6,10,16.700146188525398,214
6,11,8.54587382015062,215
6,12,26.35702778379994,216
6,13,3.869489801519749,217
6,14,3.5661454134031163,218
6,16,7.099343930604886,219
6,17,18.303765751267015,220
6,18,3.454634404660599,221
6,19,6.065302927576453,222
6,20,7.867787542801561,223
6,21,6.679752558467603,224
6,22,59.07924855032979,225
6,23,34.954715666304956,226
6,24,55.884639808095955,227
6,25,6.592762922493436,228
6,26,34.87767819677057,229
6,27,4.491486463829364,230
6,28,10.331481958058767,231
6,29,50.097033218265274,232
6,82,38.91653921896817,233
6,83,42.92865492616272,234
6,84,41.00547947663175,235
6,96,41.421842103569475,236
6,112,46.27939153109925,237
6,116,46.51110797404755,238
6,132,47.2480796048808,239
6,133,58.0667747273109,240
6,134,54.642571668407214,241
6,138,58.2420708291452,242
6,144,54.14160583760765,243
6,146,50.90574744897421,244
6,147,47.06782286723804,245
6,158,58.57412779290908,246
7,8,7.86906053279071,247
7,9,9.95000841666139,248
7,10,9.320902786418005,249
7,11,15.19402508694573,250
7,12,24.67704967796662,251
7,13,5.7933140219753465,252
7,14,11.62803995898455,253
7,16,3.2687450720626403,254
7,17,23.036172879148296,255
7,18,10.581260197777832,256
7,19,13.179244145987559,257
7,20,2.10294063695015,258
7,21,5.282318550000133,259
7,23,32.05897514943652,260
7,25,2.787127096226941,261
7,26,34.108870140254616,262
7,27,10.62543258611739,263
7,28,5.294308286585853,264
7,29,57.60948853956586,265
7,39,57.62012329115928,266
7,68,52.75022152916977,267
7,82,32.89964100215328,268
7,83,35.93551224028906,269
7,84,34.48417401549465,270
7,96,36.067264782653425,271
7,112,37.730637315889126,272
7,116,37.845585213986205,273
7,132,52.3027912064448,274
7,134,58.22889246162316,275
7,144,57.191458771435265,276
7,146,58.46772890876618,277
7,147,49.56257779375759,278
8,9,2.7344711909434163,279
8,10,16.615982276876206,280
8,11,11.876802182515855,281
8,12,23.104692335741905,282
8,13,4.656931125206486,283
8,14,6.901635861820715,284
8,16,7.038889756756456,285
8,17,21.566452602261727,286
8,18,6.709696113985068,287
8,19,5.336110275117611,288
8,20,6.04607200363523,289
8,21,3.816583961870261,290
8,23,31.643982104464197,291
8,24,56.28297345297476,292
8,25,6.015150707527316,293
8,26,37.30733375678274,294
8,27,2.82758572101799,295
8,28,7.491234357184729,296
8,29,49.916617366645795,297
8,82,39.68074863882789,298
8,83,43.25059266607582,299
8,84,41.552158502409995,300
8,96,42.470146998938915,301
8,112,43.70955433945847,302
8,116,44.01601800098035,303
8,132,50.579861155443226,304
8,134,57.886641213859434,305
8,144,57.3288660842485,306
8,146,54.05378167502293,307
8,147,50.17332853237303,308
9,10,19.025995673078704,309
