label,category,locality,postal_code,latitude,longitude
Église Saint-Michel et ancien Couvent des Minimes,CulturalSite,Montlebon,25500,47.045118,6.607657
Église saint maurice,CulturalSite,Jougne,25370,46.760501,6.389525
Chapelle du Tourillot,CulturalSite,Les Fourgs,25300,46.8311319,6.41324758
Belvédère du Fort du Mont-Bart,Landform,Bavans,25550,47.4861423,6.7623927
Musée de la Pince,CulturalSite,Montécheroux,25190,47.3499571,6.806157
Bibliothèque Liesle,CulturalSite,Liesle,25440,47.061477,5.818988
Les bassins et le Saut du Doubs,Landform,Villers-le-Lac,25130,47.0868678,6.71419143
Bibliothèque,CulturalSite,Bians-les-Usiers,25520,46.96604,6.25814
Fontaine de la place Jean Cornet,CulturalSite,Besançon,25000,47.236034,6.02945566
Les Arts du Japon,CulturalSite,Ornans,25290,47.1066442,6.1469451
Médiathèque Intercommunale de la Vallée du Drugeon,CulturalSite,Frasne,25560,46.85695,6.1614
Le Pont Battant,CulturalSite,Besançon,25000,47.2398031,6.02055862
SOPHIE MD VITRAUX,CulturalSite,Les Premiers Sapins,25580,47.09386,6.34059
Atelier Bois - Trouttet - Ebenisterie,CulturalSite,Arc-et-Senans,25610,47.0349981,5.7843484
Grotte de la glacière et Maisons des minéraux,Landform,Chaux-lès-Passavant,25530,47.2487114,6.36396467
Atelier Courbet,CulturalSite,Ornans,25290,47.1068622,6.13919437
Calvaire  bief,CulturalSite,Bief,25190,47.3262722,6.76800727
Belvédère du Baron,Landform,Cour-Saint-Maurice,25380,47.2561314,6.71153132
Marqueterie d'art - Voyage au Cœur du Bois,CulturalSite,Charquemont,25140,47.2114277,6.82462935
Annick Généreux Créations AKG,CulturalSite,Blamont,25310,47.38372,6.85137
Église saint-point,CulturalSite,Saint-Point-Lac,25160,46.8136283,6.30194512
Musée de la Résistance et de la Déportation - Citadelle de Besançon,CulturalSite,Besançon,25000,47.23165,6.03185
Le Tuyé du Papy Gaby,CulturalSite,Gilley,25650,47.0541673,6.48234078
Musée des Maisons Comtoises,CulturalSite,Nancray,25360,47.23923,6.18471
Oratoire Notre-Dame,CulturalSite,Bugny,25520,46.99409,6.35484
Epicéa-Oratoire Notre-Dame,CulturalSite,Longevilles-Mont-d'Or,25370,46.75408,6.31619
Grotte d'Osselle,CulturalSite,Roset-Fluans,25410,47.1385959,5.83680331
Réserve naturelle du lac de Remoray,Landform,Labergement-Sainte-Marie,25160,46.7687198,6.2760637
Bibliothèque Intercommunale,CulturalSite,Amancey,25330,47.0376892,6.07101
Vaucher charpentes,CulturalSite,Épenoy,25680,47.13767,6.378487
Canal du Moulin et Petit Doubs,Landform,L'Isle-sur-le-Doubs,25250,47.45137,6.57839452
Parc Jeanine Dessay,CulturalSite,Pontarlier,25300,46.90555,6.35445
Verger communal de sauvegarde de Nans-sous-Sainte-Anne,Landform,Nans-sous-Sainte-Anne,25330,46.9777312,6.00320303
Bibliothèque - Médiathèque,CulturalSite,Oye-et-Pallet,25160,46.8548,6.33426
Ébéniste d'art - christophe roussel,CulturalSite,Cussey-sur-Lison,25440,47.0822511,5.96348409
Réseau des Sites Majeurs de Vauban,CulturalSite,Besançon,25034,47.2360324,6.0217623
Musée de la Taillanderie,CulturalSite,Nans-sous-Sainte-Anne,25330,46.970683,5.996197
Atelier de la belle Louise,CulturalSite,Montrond-le-Château,25660,47.143007,6.044892
Chapelle de la Grotte des Essards,CulturalSite,Arc-et-Senans,25610,47.0380698,5.7723251
Église,CulturalSite,Malpas,25160,46.828471,6.28948509
Plan d'eau du moulin,Landform,Glay,25310,47.4030507,6.89407518
Oratoire de la petite Sainte,CulturalSite,Dommartin,25300,46.92235,6.30734
Musée du Costume et des Traditions Comtoises,CulturalSite,Ornans,25290,47.1029708,6.1542931
Chapelle Notre-Dame du Mont,CulturalSite,Saint-Hippolyte,25190,47.3268104,6.81538581
Musée Courbet,CulturalSite,Ornans,25290,47.1049748,6.14774528
Maison des freres Grenier,CulturalSite,Baume-les-Dames,25110,47.353448,6.361693
ENS - Les Roches de Nans et le Bois du Châtel à Uzelle,Landform,Uzelle,25340,47.4627491,6.41487036
Oratoire Notre-Dame,CulturalSite,Bouverans,25560,46.8574492,6.21003951
Oratoire Notre-Dame,CulturalSite,Rochejean,25370,46.74631,6.29499
Peintres et Sculpteurs d'Ornans et sa Région,CulturalSite,Ornans,25290,47.1068046,6.14572469
Musée d'Art et d'Histoire Beurnier-Rossel (Fermé temporairement),CulturalSite,Montbéliard,25200,47.5099064,6.797678
Chapelle du Saint-Sepulcre,CulturalSite,Baume-les-Dames,25110,47.354738,6.36232
Le château Montbéliard Wurtemberg,CulturalSite,Montbéliard,25200,47.509385,6.8009759
Chapelle Niai-Nion,CulturalSite,Dommartin,25300,46.9294426,6.30699667
Le Parc des 2 Canaux,Landform,Allenjoie,25490,47.5200839,6.87198484
Chapelle Saint-Théodule,CulturalSite,Labergement-Sainte-Marie,25160,46.7851036,6.27148585
Tourbières Chapelle-des-Bois,Landform,Chapelle-des-Bois,25240,46.5836955,6.09569816
Finn-Est - Construction Maisons en Bois,CulturalSite,Le Bélieu,25500,47.1063486,6.6293714
Belvédère Notre Dame du Mont,Landform,Ornans,25290,47.1089924,6.1545562
Musée de la Paysannerie et des Vieux Métiers,CulturalSite,Valentigney,25700,47.4605287,6.83798074
Le Clos Barbisier,CulturalSite,Besançon,25000,47.242027,6.01934373
Musée Relais du Cheval de Trait Comtois et de la Fôret,CulturalSite,Levier,25270,46.954174,6.11698899
Maison de Pergaud,CulturalSite,Belmont,25530,47.2214455,6.36572539
Visite numérique de la boucle des sources,CulturalSite,Nans-sous-Sainte-Anne,25330,46.9671101,6.01080491
Musée des Beaux-Arts et d'Archéologie,CulturalSite,Besançon,25000,47.2400986,6.02288961
Atelier 1773,CulturalSite,Grand'Combe-Châteleu,25570,47.02974,6.57319
Parc de l'île en mouvement,CulturalSite,Montbéliard,25200,47.5048003,6.79029413
Lac du Morond,Landform,Longevilles-Mont-d'Or,25370,46.7481768,6.35523567
Les perles de Catherine,CulturalSite,Pouilley-les-Vignes,25115,47.25192,5.93661
Maison de Saint Joseph Marchand,CulturalSite,Passavant,25360,47.275495,6.382499
Dolmen de Santoche,Landform,Pays-de-Clerval,25340,47.4159356,6.49598201
Imprimerie Chopard,CulturalSite,Maîche,25120,47.2469601,6.81042391
Vallée du Cusancin,Landform,Cusance,25110,47.324743,6.437563
ENS - La Motte du Château,Landform,Montrond-le-Château,25660,47.1427485,6.04458566
Église,CulturalSite,Saint-Antoine,25370,46.777138,6.337655
Ébénisterie - Marqueterie - Le Bois Plaisir,CulturalSite,Dommartin,25300,46.9208687,6.3098879
"Route touristique ""montagnes du jura""",Landform,Pontarlier,25300,46.902096,6.359085
Eglise Sainte Madeleine,CulturalSite,Besançon,25000,47.2401132,6.01947784
Point de vue le Fondereau,Landform,Montandon,25190,47.2909493,6.81652574
Cascade de l'Audeux,Landform,Chaux-lès-Passavant,25530,47.251636,6.361617
Reflet Bois,CulturalSite,Malbuisson,25160,46.79453,6.29995
L'Ébauche,CulturalSite,Villers-le-Lac,25130,47.0582762,6.67010378
Maison de la chasse et de la nature,CulturalSite,Gonsans,25360,47.2364,6.30563
Point de vue la Rançonnière,Landform,Saint-Julien-lès-Russey,25210,47.2177954,6.72017162
Église de la nativité-de-saint-jean-baptiste,CulturalSite,Les Grangettes,25160,46.828084,6.31194967
Manufacture horlogère Utinam,CulturalSite,Besançon,25000,47.2360655,6.0270309
Franck barbier - Vannier,CulturalSite,Liesle,25610,47.0351049,5.76730689
Johann Marmier photographe,CulturalSite,Besançon,25000,47.2432,6.0217
Théâtre Bernard Blier,CulturalSite,Pontarlier,25300,46.9049963,6.35451793
Oratoire Notre Dame des Affligés,CulturalSite,Saint-Gorgon-Main,25520,47.0244685,6.32219979
Belvédère de Châtel Véron,Landform,Bonnevaux,25560,46.8224368,6.1967021
Les jardins de Fraîche-Comté,CulturalSite,Roset-Fluans,25410,47.1634427,5.8269011
Oratoire de la Planée,CulturalSite,La Planée,25160,46.84125,6.28192
Gour de Conche,Landform,Myon,25440,46.985183,5.92421
Jean-Louis Boucon sculteur,CulturalSite,Besançon,25000,47.26002,6.02314
Le Palais de Justice,CulturalSite,Besançon,25000,47.2375856,6.0237801
Château de Joux,CulturalSite,La Cluse-et-Mijoux,25300,46.8724737,6.37429374
Eglise Saint-Martin,CulturalSite,Pirey,25480,47.2617863,5.96437454
L'Orlogeur,CulturalSite,Les Écorces,25140,47.1877822,6.7992411
Belvédère du Lac à Chapelle Mijoux,Landform,La Cluse-et-Mijoux,25300,46.8376822,6.36933465
Sellerie Jadis,CulturalSite,Lantenne-Vertière,25170,47.23714,5.77089
Bibliothèque,CulturalSite,Bulle,25560,46.89392,6.2233
Ancien Hôtel Boitouset,CulturalSite,Besançon,25000,47.2339687,6.03079139
Les Attelages Aroules - Atelier du cuir,CulturalSite,Malpas,25160,46.8351835,6.29016637
Chapelle Saint-Antide,CulturalSite,Pontarlier,25300,46.93719,6.4242
Point de vue et mémorial d'Étrappe,Landform,Étrappe,25250,47.481564,6.5939949
Maison de monseigneur besson,CulturalSite,Baume-les-Dames,25110,47.353103,6.361049
Sylvie BUATOIS céramiste animalière RAKU,CulturalSite,Pelousey,25170,47.2755087,5.9211958
Jardin de méli-mélo,CulturalSite,Blussangeaux,25250,47.4295427,6.6140072
Musée Vie d'Antan,CulturalSite,Montlebon,25500,47.0264154,6.64082556
Le Mont de l'Herba,Landform,Les Hôpitaux-Vieux,25370,46.8042896,6.40837669
Eglise Saint-Pierre,CulturalSite,Maîche,25120,47.2517519,6.79952859
Eglise du Sacré-Coeur,CulturalSite,Audincourt,25400,47.4756997,6.84186969
Jeu de piste immersif “Serum PhisalX”,CulturalSite,Mouthier-Haute-Pierre,25920,47.0386409,6.27430752
Jacques Lacoste,CulturalSite,Nancray,25360,47.2491447,6.18562459
Chapelle de la délivrance,CulturalSite,Dompierre-les-Tilleuls,25560,46.8768366,6.1772833
Paul Boinay Ebénisterie Ferronerie d'Art,CulturalSite,Les Écorces,25140,47.1868208,6.7997981
Le Doubs,Landform,Pontarlier,25300,46.9048057,6.35855197
Parc de la Panse,CulturalSite,Seloncourt,25230,47.4602732,6.86600747
Jardins remarquables du château de Bournel,CulturalSite,Cubry,25680,47.4912248,6.42562866
Haut Fourneau de la forge de Montagney,CulturalSite,Montagney-Servigney,25680,47.4858259,6.3042067
Musée de la vigne et du vin,CulturalSite,Lods,25930,47.0449216,6.24774679
Eglise de l'Immaculee-Conception,CulturalSite,Audincourt,25400,47.48678,6.831771
Hôtel Gauthiot d'Ancier,CulturalSite,Besançon,25000,47.2391803,6.0219559
Site Carrier - site archéologique,CulturalSite,Baume-les-Dames,25110,47.362258,6.361599
Demeure de Monte au Lever,CulturalSite,Les Grangettes,25160,46.8265991,6.30762755
Les Rouages du Lac,CulturalSite,Montperreux,25160,46.8306505,6.3383104
Le parc des Sablières de Bart et de Courcelles,Landform,Bart,25420,47.4841865,6.78851894
Chapelle Notre-Dame,CulturalSite,Granges-Narboz,25300,46.87896,6.30802
Château Montalembert,CulturalSite,Maîche,25120,47.2521888,6.79905115
Chapelle de Vaux-Navier,CulturalSite,Arc-sous-Cicon,25520,47.05244,6.38262
Cité des Arts et de la Culture,CulturalSite,Besançon,25000,47.2364577,6.03297558
Musée du Tacot,CulturalSite,Cléron,25330,47.0870625,6.0578135
Maison Victor Hugo,CulturalSite,Besançon,25000,47.2346654,6.0291912
Mosaïque Lumière,CulturalSite,Besançon,25000,47.23907,6.02875
Hôtel Particulier des Sires de Neufchâtel,CulturalSite,Baume-les-Dames,25110,47.35279,6.36092
Pont du Diable,CulturalSite,Crouzet-Migette,25270,46.956144,6.01028
Saline royale,CulturalSite,Arc-et-Senans,25610,47.031934,5.77820777
La cascade du Bief de Caille,Landform,By,25440,47.0481195,5.89993819
Bibliothèque,CulturalSite,Rochejean,25370,46.74555,6.29413
Sentier interprétation: sur les pas d'isenbart,Landform,Noël-Cerneux,25500,47.1023473,6.66165678
ENS - La Gravière de Geneuille,Landform,Geneuille,25870,47.3246624,5.97802409
ENS - La Roche de Hautepierre-le-Châtelet,Landform,Les Premiers Sapins,25580,47.047899,6.28770837
EARL Bio Bug'z - Agri Bug'z,CulturalSite,Rougemont,25680,47.479679,6.3539709
Maison de la Réserve,CulturalSite,Labergement-Sainte-Marie,25160,46.7686475,6.27610087
Institut Gustave Courbet,CulturalSite,Ornans,25290,47.1046453,6.1482697
Château Médiéval de Montby,CulturalSite,Gondenans-Montby,25340,47.4396991,6.44227981
Bibliothèque,CulturalSite,Sainte-Colombe,25300,46.87863,6.26653
La City,CulturalSite,Besançon,25000,47.2351307,6.0151863
Bibliothèque,CulturalSite,Bonnevaux,25560,46.80813,6.18471
Volo Graphisme,CulturalSite,Besançon,25000,47.243791,5.9735637
Pierre Fumey - Céramiste,CulturalSite,Chouzelot,25440,47.1067045,5.8928549
"La Damassine, maison de la Nature et des Vergers",CulturalSite,Vandoncourt,25230,47.469327,6.90614089
Eglise Saint-Pierre,CulturalSite,Besançon,25000,47.2379571,6.0244131
Les Échelles de la Mort,Landform,Charquemont,25140,47.186203,6.87087027
Artisan sanglier,CulturalSite,Vaux-et-Chantegrue,25160,46.8089894,6.24863505
Fontaines Romaines d'Étrappe,CulturalSite,Étrappe,25250,47.475018,6.57895
Les étangs des Princes,Landform,Échenans,25550,47.5283502,6.70574539
Bibliothèque,CulturalSite,Vuillecin,25300,46.93888,6.32165
Savonnerie artisanale Ty’bulles,CulturalSite,Besançon,25480,47.27638,5.9949
Atelier d'Aulune,CulturalSite,Baume-les-Dames,25110,47.351591,6.360851
Église de la nativité de notre dame,CulturalSite,Remoray-Boujeons,25160,46.7582102,6.2217414
La Tour des Bois,Landform,La Tour-de-Sçay,25640,47.3695589,6.21623852
Point de vue le Réservoir,Landform,Bonnétage,25210,47.2017165,6.70330667
Bibliothèque,CulturalSite,Gellin,25240,46.73389,6.24014
Musée de la Meunerie de Métabief,CulturalSite,Métabief,25370,46.7746093,6.3465198
Église saint nicolas,CulturalSite,Oye-et-Pallet,25160,46.8547406,6.33097686
Le jardin du Casino,CulturalSite,Besançon,25000,47.2425738,6.03091038
Globe Sauter,CulturalSite,Besançon,25000,47.24825,6.02806
L'étang de Beutal,Landform,Beutal,25250,47.4732952,6.62768455
Temple Saint-Martin,CulturalSite,Montbéliard,25200,47.5101064,6.79750084
Eglise Notre-Dame de la Nativité,CulturalSite,Chazot,25430,47.3242796,6.54413938
Exposition d'Aquarelles,CulturalSite,Tarcenay-Foucherans,25620,47.1557436,6.1394188
Fontaine Bacchus,CulturalSite,Besançon,25000,47.2425825,6.02110862
Parc de la Grande Ile,CulturalSite,L'Isle-sur-le-Doubs,25250,47.4518417,6.57970344
Ramel - Gravure sur verre,CulturalSite,Cessey,25440,47.1133061,5.9160768
Étang de la rivière Drugeon,Landform,La Rivière-Drugeon,25560,46.8660596,6.21551513
Maison cristel,CulturalSite,Fesches-le-Châtel,25490,47.5156515,6.9201219
Espace découverte du Mont d'Or,CulturalSite,Métabief,25370,46.7472099,6.35555424
Chapelle Notre-Dame du Bon Secours,CulturalSite,Sainte-Colombe,25300,46.87736,6.26404
Eglise Saints Pierre et Paul,CulturalSite,Orchamps-Vennes,25390,47.130398,6.524809
L'Atelier de Gustave,CulturalSite,Ornans,25290,47.1030204,6.15230399
Belvédère des Granges Dessus,Landform,Granges-Narboz,25300,46.87311,6.32407
