ville1,ville2,distance,id_liaison
1,2,27.58274689962571,1
1,4,23.3517167235467,2
1,6,20.264096528288547,3
1,7,7.655373105649298,4
1,8,17.37067536105826,5
1,9,19.0265873974332,6
1,10,11.869063759515672,7
1,11,27.916825462945813,8
1,12,21.660293394724295,9
1,13,15.590329824522398,10
1,14,23.83806919662405,11
1,16,11.721156032846526,12
1,18,22.252690934605354,13
1,19,24.402965433103745,14
1,20,8.97247575657329,15
1,21,11.946669132316853,16
1,23,27.076219674188447,17
1,25,11.409716997332968,18
1,27,20.777299581060934,19
1,28,7.097237886515019,20
2,4,20.152287079948795,21
2,10,19.37392291109015,22
2,82,13.601923279865133,23
2,83,16.526088368523556,24
2,84,14.583880393493997,25
2,96,17.824507736811018,26
3,11,26.509692099732888,27
3,17,17.571087245806698,28
3,132,15.853640334556523,29
3,133,26.397356804850588,30
3,134,22.62719092675171,31
3,138,26.04557381807892,32
3,144,23.386867175743593,33
3,147,20.35292917578482,34
3,148,28.826643400186448,35
3,158,28.236446168865314,36
3,159,28.19604708878635,37
4,6,28.729696620445175,38
4,7,20.610879934863647,39
4,8,28.94791862547329,40
4,10,11.787863665360085,41
4,11,29.388475164640266,42
4,13,23.848252727072747,43
4,14,29.32278364231909,44
4,16,20.33368944367786,45
4,17,29.559969994436244,46
4,18,27.544012411503513,47
4,20,22.93126122626301,48
4,21,26.568397756312912,49
4,25,21.62031115437379,50
4,26,17.320094061774768,51
4,28,25.78278647849936,52
4,82,22.723356593382505,53
4,84,27.118454274728627,54
4,96,23.583116554354095,55
6,7,13.484921171854301,56
6,8,3.749666062074846,57
6,9,5.3792373911687505,58
6,10,23.707192787416133,59
6,11,9.304746295548915,60
6,12,27.468479075389457,61
6,13,5.544585733652899,62
6,14,4.101112272741499,63
6,16,10.302072902435942,64
6,17,18.957434521396973,65
6,18,3.5085000676747846,66
6,19,7.021343474812145,67
6,20,11.37582501262514,68
6,21,8.728699519465055,69
6,25,9.709098454912318,70
6,27,4.561621757448322,71
6,28,13.807214583136135,72
7,8,11.344088007837039,73
7,9,13.76088249888173,74
7,10,11.606507217549208,75
7,11,20.40130801952888,76
7,12,24.649554001307248,77
7,13,8.284160666755632,78
7,14,16.66191788382086,79
7,16,4.066999334201116,80
7,17,27.4713098635274,81
7,18,14.955927671028151,82
7,19,18.838336717645678,83
7,20,2.688845427520222,84
7,21,6.784719169683774,85
7,25,3.927772682233048,86
7,27,15.137061951811672,87
7,28,5.32327941810012,88
8,9,3.037676011811254,89
8,10,22.44685651308116,90
8,11,13.041768859837335,91
8,12,23.87243167587202,92
8,13,5.157822836950248,93
8,14,7.84625458508125,94
8,16,9.074962003327803,95
8,17,22.570215299687213,96
8,18,7.106593814814709,97
8,19,7.5131887191178715,98
8,20,8.872298438650516,99
8,21,5.459541834766769,100
8,25,8.08001873822413,101
8,27,3.847297992721833,102
8,28,10.561549917127623,103
9,10,25.134150180605396,104
9,11,14.291053116663152,105
9,12,22.40913066161516,106
9,13,8.195424796730645,107
9,14,8.998028944366807,108
9,16,11.937115922821521,109
9,17,24.17001204948447,110
9,18,8.857369236711774,111
9,19,5.382234985478172,112
9,20,11.143563243566067,113
9,21,7.22933389706746,114
9,25,10.84476173119581,115
9,27,1.975643232215942,116
9,28,11.966327593699807,117
10,11,28.068517214405034,118
10,13,18.166952616196344,119
10,14,25.87922248517888,120
10,16,13.484368251507572,121
10,18,23.995532877073682,122
10,19,29.918997886805776,123
10,20,14.29076923102272,124
10,21,18.378918618587143,125
10,25,14.368524055480503,126
10,26,28.44511022813732,127
10,27,26.293636971878243,128
10,28,15.880778147815468,129
10,82,28.247615013685312,130
11,13,12.379710068617088,131
11,14,5.302594062728126,132
11,16,16.42940550456662,133
11,17,10.007105216038136,134
11,18,6.062717115019473,135
11,19,12.865782284363064,136
11,20,19.03996999692949,137
11,21,17.492632604925898,138
11,25,16.522324546360842,139
11,27,12.791571276336718,140
11,28,22.279689347177825,141
12,13,26.99977225526712,142
12,16,26.899742283551234,143
